Tanggal,Kurs
9/21/2021 12:00:00 AM,14244
9/20/2021 12:00:00 AM,14251
9/17/2021 12:00:00 AM,14233
9/16/2021 12:00:00 AM,14238
9/15/2021 12:00:00 AM,14252
9/14/2021 12:00:00 AM,14257
9/13/2021 12:00:00 AM,14260
9/10/2021 12:00:00 AM,14225
9/9/2021 12:00:00 AM,14272
9/8/2021 12:00:00 AM,14266
9/7/2021 12:00:00 AM,14195
9/6/2021 12:00:00 AM,14239
9/3/2021 12:00:00 AM,14261
9/2/2021 12:00:00 AM,14281
9/1/2021 12:00:00 AM,14284
8/31/2021 12:00:00 AM,14306
8/30/2021 12:00:00 AM,14374
8/27/2021 12:00:00 AM,14431
8/26/2021 12:00:00 AM,14423
8/25/2021 12:00:00 AM,14408
8/24/2021 12:00:00 AM,14391
8/23/2021 12:00:00 AM,14415
8/20/2021 12:00:00 AM,14464
8/19/2021 12:00:00 AM,14414
8/18/2021 12:00:00 AM,14384
8/16/2021 12:00:00 AM,14383
8/13/2021 12:00:00 AM,14388
8/12/2021 12:00:00 AM,14389
8/10/2021 12:00:00 AM,14397
8/9/2021 12:00:00 AM,14378
8/6/2021 12:00:00 AM,14369
8/5/2021 12:00:00 AM,14342
8/4/2021 12:00:00 AM,14324
8/3/2021 12:00:00 AM,14362
8/2/2021 12:00:00 AM,14456
7/30/2021 12:00:00 AM,14462
7/29/2021 12:00:00 AM,14491
7/28/2021 12:00:00 AM,14498
7/27/2021 12:00:00 AM,14489
7/26/2021 12:00:00 AM,14494
7/23/2021 12:00:00 AM,14501
7/22/2021 12:00:00 AM,14508
7/21/2021 12:00:00 AM,14554
7/19/2021 12:00:00 AM,14524
7/16/2021 12:00:00 AM,14517
7/15/2021 12:00:00 AM,14503
7/14/2021 12:00:00 AM,14493
7/13/2021 12:00:00 AM,14486
7/12/2021 12:00:00 AM,14486
7/9/2021 12:00:00 AM,14548
7/8/2021 12:00:00 AM,14548
7/7/2021 12:00:00 AM,14500
7/6/2021 12:00:00 AM,14468
7/5/2021 12:00:00 AM,14482
7/2/2021 12:00:00 AM,14564
7/1/2021 12:00:00 AM,14539
6/30/2021 12:00:00 AM,14542
6/29/2021 12:00:00 AM,14496
6/28/2021 12:00:00 AM,14472
6/25/2021 12:00:00 AM,14447
6/24/2021 12:00:00 AM,14462
6/23/2021 12:00:00 AM,14454
6/22/2021 12:00:00 AM,14421
6/21/2021 12:00:00 AM,14453
6/18/2021 12:00:00 AM,14403
6/17/2021 12:00:00 AM,14378
6/16/2021 12:00:00 AM,14257
6/15/2021 12:00:00 AM,14244
6/14/2021 12:00:00 AM,14222
6/11/2021 12:00:00 AM,14206
6/10/2021 12:00:00 AM,14240
6/9/2021 12:00:00 AM,14262
6/8/2021 12:00:00 AM,14262
6/7/2021 12:00:00 AM,14271
6/4/2021 12:00:00 AM,14316
6/3/2021 12:00:00 AM,14297
6/2/2021 12:00:00 AM,14276
5/31/2021 12:00:00 AM,14292
5/28/2021 12:00:00 AM,14310
5/27/2021 12:00:00 AM,14312
5/25/2021 12:00:00 AM,14335
5/24/2021 12:00:00 AM,14362
5/21/2021 12:00:00 AM,14375
5/20/2021 12:00:00 AM,14396
5/19/2021 12:00:00 AM,14313
5/18/2021 12:00:00 AM,14300
5/17/2021 12:00:00 AM,14284
5/11/2021 12:00:00 AM,14203
5/10/2021 12:00:00 AM,14198
5/7/2021 12:00:00 AM,14289
5/6/2021 12:00:00 AM,14364
5/5/2021 12:00:00 AM,14439
5/4/2021 12:00:00 AM,14431
5/3/2021 12:00:00 AM,14467
4/30/2021 12:00:00 AM,14453
4/29/2021 12:00:00 AM,14468
4/28/2021 12:00:00 AM,14510
4/27/2021 12:00:00 AM,14497
4/26/2021 12:00:00 AM,14489
4/23/2021 12:00:00 AM,14548
4/22/2021 12:00:00 AM,14530
4/21/2021 12:00:00 AM,14549
4/20/2021 12:00:00 AM,14508
4/19/2021 12:00:00 AM,14568
4/16/2021 12:00:00 AM,14592
4/15/2021 12:00:00 AM,14646
4/14/2021 12:00:00 AM,14633
4/13/2021 12:00:00 AM,14648
4/12/2021 12:00:00 AM,14631
4/9/2021 12:00:00 AM,14580
4/8/2021 12:00:00 AM,14580
4/7/2021 12:00:00 AM,14513
4/6/2021 12:00:00 AM,14519
4/5/2021 12:00:00 AM,14533
4/1/2021 12:00:00 AM,14577
3/31/2021 12:00:00 AM,14572
3/30/2021 12:00:00 AM,14481
3/29/2021 12:00:00 AM,14434
3/26/2021 12:00:00 AM,14446
3/25/2021 12:00:00 AM,14464
3/24/2021 12:00:00 AM,14455
3/23/2021 12:00:00 AM,14421
3/22/2021 12:00:00 AM,14456
3/19/2021 12:00:00 AM,14476
3/18/2021 12:00:00 AM,14412
3/17/2021 12:00:00 AM,14459
3/16/2021 12:00:00 AM,14424
3/15/2021 12:00:00 AM,14418
3/12/2021 12:00:00 AM,14371
3/10/2021 12:00:00 AM,14421
3/9/2021 12:00:00 AM,14468
3/8/2021 12:00:00 AM,14390
3/5/2021 12:00:00 AM,14371
3/4/2021 12:00:00 AM,14299
3/3/2021 12:00:00 AM,14334
3/2/2021 12:00:00 AM,14307
3/1/2021 12:00:00 AM,14300
2/26/2021 12:00:00 AM,14229
2/25/2021 12:00:00 AM,14104
2/24/2021 12:00:00 AM,14089
2/23/2021 12:00:00 AM,14126
2/22/2021 12:00:00 AM,14098
2/19/2021 12:00:00 AM,14085
2/18/2021 12:00:00 AM,14059
2/17/2021 12:00:00 AM,14019
2/16/2021 12:00:00 AM,13875
2/15/2021 12:00:00 AM,13946
2/11/2021 12:00:00 AM,14011
2/10/2021 12:00:00 AM,13989
2/9/2021 12:00:00 AM,14000
2/8/2021 12:00:00 AM,14000
2/5/2021 12:00:00 AM,14062
2/4/2021 12:00:00 AM,14036
2/3/2021 12:00:00 AM,14017
2/2/2021 12:00:00 AM,14044
2/1/2021 12:00:00 AM,14042
1/29/2021 12:00:00 AM,14084
1/28/2021 12:00:00 AM,14119
1/27/2021 12:00:00 AM,14091
1/26/2021 12:00:00 AM,14086
1/25/2021 12:00:00 AM,14082
1/22/2021 12:00:00 AM,14054
1/21/2021 12:00:00 AM,14039
1/20/2021 12:00:00 AM,14065
1/19/2021 12:00:00 AM,14086
1/18/2021 12:00:00 AM,14080
1/15/2021 12:00:00 AM,14068
1/14/2021 12:00:00 AM,14119
1/13/2021 12:00:00 AM,14109
1/12/2021 12:00:00 AM,14231
1/11/2021 12:00:00 AM,14155
1/8/2021 12:00:00 AM,14058
1/7/2021 12:00:00 AM,13938
1/6/2021 12:00:00 AM,13926
1/5/2021 12:00:00 AM,13945
1/4/2021 12:00:00 AM,13903
12/30/2020 12:00:00 AM,14105
12/29/2020 12:00:00 AM,14169
12/28/2020 12:00:00 AM,14184
12/23/2020 12:00:00 AM,14282
12/22/2020 12:00:00 AM,14218
12/21/2020 12:00:00 AM,14180
12/18/2020 12:00:00 AM,14146
12/17/2020 12:00:00 AM,14152
12/16/2020 12:00:00 AM,14151
12/15/2020 12:00:00 AM,14171
12/14/2020 12:00:00 AM,14158
12/11/2020 12:00:00 AM,14102
12/10/2020 12:00:00 AM,14130
12/8/2020 12:00:00 AM,14164
12/7/2020 12:00:00 AM,14135
12/4/2020 12:00:00 AM,14182
12/3/2020 12:00:00 AM,14177
12/2/2020 12:00:00 AM,14164
12/1/2020 12:00:00 AM,14178
11/30/2020 12:00:00 AM,14128
11/27/2020 12:00:00 AM,14145
11/26/2020 12:00:00 AM,14130
11/25/2020 12:00:00 AM,14169
11/24/2020 12:00:00 AM,14196
11/23/2020 12:00:00 AM,14164
11/20/2020 12:00:00 AM,14228
11/19/2020 12:00:00 AM,14167
11/18/2020 12:00:00 AM,14118
11/17/2020 12:00:00 AM,14073
11/16/2020 12:00:00 AM,14139
11/13/2020 12:00:00 AM,14222
11/12/2020 12:00:00 AM,14187
11/11/2020 12:00:00 AM,14076
11/10/2020 12:00:00 AM,14015
11/9/2020 12:00:00 AM,14172
11/6/2020 12:00:00 AM,14321
11/5/2020 12:00:00 AM,14439
11/4/2020 12:00:00 AM,14557
11/3/2020 12:00:00 AM,14609
11/2/2020 12:00:00 AM,14718
10/27/2020 12:00:00 AM,14690
10/26/2020 12:00:00 AM,14697
10/23/2020 12:00:00 AM,14738
10/22/2020 12:00:00 AM,14697
10/21/2020 12:00:00 AM,14658
10/20/2020 12:00:00 AM,14729
10/19/2020 12:00:00 AM,14741
10/16/2020 12:00:00 AM,14766
10/15/2020 12:00:00 AM,14760
10/14/2020 12:00:00 AM,14780
10/13/2020 12:00:00 AM,14793
10/12/2020 12:00:00 AM,14746
10/9/2020 12:00:00 AM,14737
10/8/2020 12:00:00 AM,14750
10/7/2020 12:00:00 AM,14784
10/6/2020 12:00:00 AM,14712
10/5/2020 12:00:00 AM,14867
10/2/2020 12:00:00 AM,14890
10/1/2020 12:00:00 AM,14876
9/30/2020 12:00:00 AM,14918
9/29/2020 12:00:00 AM,14920
9/28/2020 12:00:00 AM,14959
9/25/2020 12:00:00 AM,14951
9/24/2020 12:00:00 AM,14949
9/23/2020 12:00:00 AM,14835
9/22/2020 12:00:00 AM,14782
9/21/2020 12:00:00 AM,14723
9/18/2020 12:00:00 AM,14768
9/17/2020 12:00:00 AM,14878
9/16/2020 12:00:00 AM,14844
9/15/2020 12:00:00 AM,14870
9/14/2020 12:00:00 AM,14974
9/11/2020 12:00:00 AM,14979
9/10/2020 12:00:00 AM,14871
9/9/2020 12:00:00 AM,14853
9/8/2020 12:00:00 AM,14798
9/7/2020 12:00:00 AM,14754
9/4/2020 12:00:00 AM,14792
9/3/2020 12:00:00 AM,14818
9/2/2020 12:00:00 AM,14804
9/1/2020 12:00:00 AM,14615
8/31/2020 12:00:00 AM,14554
8/28/2020 12:00:00 AM,14702
8/27/2020 12:00:00 AM,14714
8/26/2020 12:00:00 AM,14636
8/25/2020 12:00:00 AM,14632
8/24/2020 12:00:00 AM,14794
8/19/2020 12:00:00 AM,14786
8/18/2020 12:00:00 AM,14907
8/14/2020 12:00:00 AM,14917
8/13/2020 12:00:00 AM,14877
8/12/2020 12:00:00 AM,14777
8/11/2020 12:00:00 AM,14728
8/10/2020 12:00:00 AM,14750
8/7/2020 12:00:00 AM,14647
8/6/2020 12:00:00 AM,14587
8/5/2020 12:00:00 AM,14623
8/4/2020 12:00:00 AM,14697
8/3/2020 12:00:00 AM,14713
7/30/2020 12:00:00 AM,14653
7/29/2020 12:00:00 AM,14570
7/28/2020 12:00:00 AM,14543
7/27/2020 12:00:00 AM,14605
7/24/2020 12:00:00 AM,14614
7/23/2020 12:00:00 AM,14669
7/22/2020 12:00:00 AM,14655
7/21/2020 12:00:00 AM,14813
7/20/2020 12:00:00 AM,14832
7/17/2020 12:00:00 AM,14780
7/16/2020 12:00:00 AM,14632
7/15/2020 12:00:00 AM,14616
7/14/2020 12:00:00 AM,14512
7/13/2020 12:00:00 AM,14486
7/10/2020 12:00:00 AM,14501
7/9/2020 12:00:00 AM,14446
7/8/2020 12:00:00 AM,14460
7/7/2020 12:00:00 AM,14456
7/6/2020 12:00:00 AM,14547
7/3/2020 12:00:00 AM,14566
7/2/2020 12:00:00 AM,14516
7/1/2020 12:00:00 AM,14341
6/30/2020 12:00:00 AM,14302
6/29/2020 12:00:00 AM,14369
6/26/2020 12:00:00 AM,14239
6/25/2020 12:00:00 AM,14231
6/24/2020 12:00:00 AM,14160
6/23/2020 12:00:00 AM,14265
6/22/2020 12:00:00 AM,14209
6/19/2020 12:00:00 AM,14242
6/18/2020 12:00:00 AM,14186
6/17/2020 12:00:00 AM,14234
6/16/2020 12:00:00 AM,14155
6/15/2020 12:00:00 AM,14228
6/12/2020 12:00:00 AM,14257
6/11/2020 12:00:00 AM,14014
6/10/2020 12:00:00 AM,14083
6/9/2020 12:00:00 AM,13973
6/8/2020 12:00:00 AM,13956
6/5/2020 12:00:00 AM,14100
6/4/2020 12:00:00 AM,14165
6/3/2020 12:00:00 AM,14245
6/2/2020 12:00:00 AM,14502
5/29/2020 12:00:00 AM,14733
5/28/2020 12:00:00 AM,14769
5/27/2020 12:00:00 AM,14761
5/26/2020 12:00:00 AM,14774
5/20/2020 12:00:00 AM,14785
5/19/2020 12:00:00 AM,14823
5/18/2020 12:00:00 AM,14885
5/15/2020 12:00:00 AM,14909
5/14/2020 12:00:00 AM,14946
5/13/2020 12:00:00 AM,14887
5/12/2020 12:00:00 AM,14978
5/11/2020 12:00:00 AM,14936
5/8/2020 12:00:00 AM,15009
5/6/2020 12:00:00 AM,15127
5/5/2020 12:00:00 AM,15104
5/4/2020 12:00:00 AM,15073
4/30/2020 12:00:00 AM,15157
4/29/2020 12:00:00 AM,15415
4/28/2020 12:00:00 AM,15488
4/27/2020 12:00:00 AM,15591
4/24/2020 12:00:00 AM,15553
4/23/2020 12:00:00 AM,15630
4/22/2020 12:00:00 AM,15567
4/21/2020 12:00:00 AM,15643
4/20/2020 12:00:00 AM,15543
4/17/2020 12:00:00 AM,15503
4/16/2020 12:00:00 AM,15787
4/15/2020 12:00:00 AM,15707
4/14/2020 12:00:00 AM,15722
4/13/2020 12:00:00 AM,15840
4/9/2020 12:00:00 AM,16241
4/8/2020 12:00:00 AM,16245
4/7/2020 12:00:00 AM,16410
4/6/2020 12:00:00 AM,16556
4/3/2020 12:00:00 AM,16464
4/2/2020 12:00:00 AM,16741
4/1/2020 12:00:00 AM,16413
3/31/2020 12:00:00 AM,16367
3/30/2020 12:00:00 AM,16336
3/27/2020 12:00:00 AM,16230
3/26/2020 12:00:00 AM,16328
3/24/2020 12:00:00 AM,16486
3/23/2020 12:00:00 AM,16608
3/20/2020 12:00:00 AM,16273
3/19/2020 12:00:00 AM,15712
3/18/2020 12:00:00 AM,15223
3/17/2020 12:00:00 AM,15083
3/16/2020 12:00:00 AM,14818
3/13/2020 12:00:00 AM,14815
3/12/2020 12:00:00 AM,14490
3/11/2020 12:00:00 AM,14323
3/10/2020 12:00:00 AM,14411
3/9/2020 12:00:00 AM,14342
3/6/2020 12:00:00 AM,14267
3/5/2020 12:00:00 AM,14168
3/4/2020 12:00:00 AM,14171
3/3/2020 12:00:00 AM,14222
3/2/2020 12:00:00 AM,14413
2/28/2020 12:00:00 AM,14234
2/27/2020 12:00:00 AM,14018
2/26/2020 12:00:00 AM,13966
2/25/2020 12:00:00 AM,13893
2/24/2020 12:00:00 AM,13863
2/21/2020 12:00:00 AM,13777
2/20/2020 12:00:00 AM,13735
2/19/2020 12:00:00 AM,13717
2/18/2020 12:00:00 AM,13676
2/17/2020 12:00:00 AM,13693
2/14/2020 12:00:00 AM,13707
2/13/2020 12:00:00 AM,13679
2/12/2020 12:00:00 AM,13659
2/11/2020 12:00:00 AM,13686
2/10/2020 12:00:00 AM,13708
2/7/2020 12:00:00 AM,13647
2/6/2020 12:00:00 AM,13662
2/5/2020 12:00:00 AM,13717
2/4/2020 12:00:00 AM,13760
2/3/2020 12:00:00 AM,13726
1/31/2020 12:00:00 AM,13662
1/30/2020 12:00:00 AM,13652
1/29/2020 12:00:00 AM,13634
1/28/2020 12:00:00 AM,13647
1/27/2020 12:00:00 AM,13612
1/24/2020 12:00:00 AM,13632
1/23/2020 12:00:00 AM,13626
1/22/2020 12:00:00 AM,13678
1/21/2020 12:00:00 AM,13658
1/20/2020 12:00:00 AM,13654
1/17/2020 12:00:00 AM,13648
1/16/2020 12:00:00 AM,13658
1/15/2020 12:00:00 AM,13706
1/14/2020 12:00:00 AM,13654
1/13/2020 12:00:00 AM,13708
1/10/2020 12:00:00 AM,13812
1/9/2020 12:00:00 AM,13860
1/8/2020 12:00:00 AM,13934
1/7/2020 12:00:00 AM,13919
1/6/2020 12:00:00 AM,13961
1/3/2020 12:00:00 AM,13899
1/2/2020 12:00:00 AM,13895
12/31/2019 12:00:00 AM,13901
12/30/2019 12:00:00 AM,13945
12/27/2019 12:00:00 AM,13956
12/26/2019 12:00:00 AM,13982
12/23/2019 12:00:00 AM,13978
12/20/2019 12:00:00 AM,13993
12/19/2019 12:00:00 AM,13983
12/18/2019 12:00:00 AM,14007
12/17/2019 12:00:00 AM,14018
12/16/2019 12:00:00 AM,14004
12/13/2019 12:00:00 AM,13982
12/12/2019 12:00:00 AM,14042
12/11/2019 12:00:00 AM,14025
12/10/2019 12:00:00 AM,14004
12/9/2019 12:00:00 AM,14021
12/6/2019 12:00:00 AM,14037
12/5/2019 12:00:00 AM,14094
12/4/2019 12:00:00 AM,14125
12/3/2019 12:00:00 AM,14130
12/2/2019 12:00:00 AM,14122
11/29/2019 12:00:00 AM,14102
11/28/2019 12:00:00 AM,14099
11/27/2019 12:00:00 AM,14096
11/26/2019 12:00:00 AM,14081
11/25/2019 12:00:00 AM,14091
11/22/2019 12:00:00 AM,14100
11/21/2019 12:00:00 AM,14112
11/20/2019 12:00:00 AM,14097
11/19/2019 12:00:00 AM,14091
11/18/2019 12:00:00 AM,14075
11/15/2019 12:00:00 AM,14069
11/14/2019 12:00:00 AM,14098
11/13/2019 12:00:00 AM,14082
11/12/2019 12:00:00 AM,14059
11/11/2019 12:00:00 AM,14040
11/8/2019 12:00:00 AM,14020
11/7/2019 12:00:00 AM,14040
11/6/2019 12:00:00 AM,13992
11/5/2019 12:00:00 AM,14031
11/4/2019 12:00:00 AM,14002
11/1/2019 12:00:00 AM,14066
10/31/2019 12:00:00 AM,14008
10/30/2019 12:00:00 AM,14044
10/29/2019 12:00:00 AM,14028
10/28/2019 12:00:00 AM,14023
10/25/2019 12:00:00 AM,14064
10/24/2019 12:00:00 AM,13996
10/23/2019 12:00:00 AM,14051
10/22/2019 12:00:00 AM,14058
10/21/2019 12:00:00 AM,14132
10/18/2019 12:00:00 AM,14140
10/17/2019 12:00:00 AM,14172
10/16/2019 12:00:00 AM,14187
10/15/2019 12:00:00 AM,14140
10/14/2019 12:00:00 AM,14126
10/11/2019 12:00:00 AM,14139
10/10/2019 12:00:00 AM,14157
10/9/2019 12:00:00 AM,14182
10/8/2019 12:00:00 AM,14170
10/7/2019 12:00:00 AM,14156
10/4/2019 12:00:00 AM,14135
10/3/2019 12:00:00 AM,14193
10/2/2019 12:00:00 AM,14207
10/1/2019 12:00:00 AM,14196
9/30/2019 12:00:00 AM,14174
9/27/2019 12:00:00 AM,14197
9/26/2019 12:00:00 AM,14162
9/25/2019 12:00:00 AM,14134
9/24/2019 12:00:00 AM,14099
9/23/2019 12:00:00 AM,14077
9/20/2019 12:00:00 AM,14085
9/19/2019 12:00:00 AM,14099
9/18/2019 12:00:00 AM,14080
9/17/2019 12:00:00 AM,14100
9/16/2019 12:00:00 AM,14020
9/13/2019 12:00:00 AM,13950
9/12/2019 12:00:00 AM,14052
9/11/2019 12:00:00 AM,14063
9/10/2019 12:00:00 AM,14031
9/9/2019 12:00:00 AM,14092
9/6/2019 12:00:00 AM,14140
9/5/2019 12:00:00 AM,14153
9/4/2019 12:00:00 AM,14218
9/3/2019 12:00:00 AM,14217
9/2/2019 12:00:00 AM,14190
8/30/2019 12:00:00 AM,14237
8/29/2019 12:00:00 AM,14254
8/28/2019 12:00:00 AM,14263
8/27/2019 12:00:00 AM,14235
8/26/2019 12:00:00 AM,14261
8/23/2019 12:00:00 AM,14249
8/22/2019 12:00:00 AM,14234
8/21/2019 12:00:00 AM,14259
8/20/2019 12:00:00 AM,14262
8/19/2019 12:00:00 AM,14203
8/16/2019 12:00:00 AM,14258
8/15/2019 12:00:00 AM,14296
8/14/2019 12:00:00 AM,14234
8/13/2019 12:00:00 AM,14283
8/12/2019 12:00:00 AM,14220
8/9/2019 12:00:00 AM,14195
8/8/2019 12:00:00 AM,14231
8/7/2019 12:00:00 AM,14275
8/6/2019 12:00:00 AM,14344
8/5/2019 12:00:00 AM,14231
8/2/2019 12:00:00 AM,14203
8/1/2019 12:00:00 AM,14098
7/31/2019 12:00:00 AM,14026
7/30/2019 12:00:00 AM,14034
7/29/2019 12:00:00 AM,14010
7/26/2019 12:00:00 AM,14001
7/25/2019 12:00:00 AM,13986
7/24/2019 12:00:00 AM,14011
7/23/2019 12:00:00 AM,13973
7/22/2019 12:00:00 AM,13963
7/19/2019 12:00:00 AM,13913
7/18/2019 12:00:00 AM,13976
7/17/2019 12:00:00 AM,13949
7/16/2019 12:00:00 AM,13925
7/15/2019 12:00:00 AM,13970
7/12/2019 12:00:00 AM,14085
7/11/2019 12:00:00 AM,14089
7/10/2019 12:00:00 AM,14152
7/9/2019 12:00:00 AM,14129
7/8/2019 12:00:00 AM,14147
7/5/2019 12:00:00 AM,14148
7/4/2019 12:00:00 AM,14106
7/3/2019 12:00:00 AM,14160
7/2/2019 12:00:00 AM,14140
7/1/2019 12:00:00 AM,14117
6/28/2019 12:00:00 AM,14141
6/27/2019 12:00:00 AM,14180
6/26/2019 12:00:00 AM,14174
6/25/2019 12:00:00 AM,14138
6/24/2019 12:00:00 AM,14165
6/21/2019 12:00:00 AM,14116
6/20/2019 12:00:00 AM,14236
6/19/2019 12:00:00 AM,14271
6/18/2019 12:00:00 AM,14334
6/17/2019 12:00:00 AM,14346
6/14/2019 12:00:00 AM,14304
6/13/2019 12:00:00 AM,14270
6/12/2019 12:00:00 AM,14234
6/11/2019 12:00:00 AM,14258
6/10/2019 12:00:00 AM,14231
5/31/2019 12:00:00 AM,14385
5/29/2019 12:00:00 AM,14417
5/28/2019 12:00:00 AM,14380
5/27/2019 12:00:00 AM,14360
5/24/2019 12:00:00 AM,14451
5/23/2019 12:00:00 AM,14513
5/22/2019 12:00:00 AM,14488
5/21/2019 12:00:00 AM,14462
5/20/2019 12:00:00 AM,14478
5/17/2019 12:00:00 AM,14469
5/16/2019 12:00:00 AM,14458
5/15/2019 12:00:00 AM,14448
5/14/2019 12:00:00 AM,14444
5/13/2019 12:00:00 AM,14362
5/10/2019 12:00:00 AM,14347
5/9/2019 12:00:00 AM,14338
5/8/2019 12:00:00 AM,14305
5/7/2019 12:00:00 AM,14309
5/6/2019 12:00:00 AM,14308
5/3/2019 12:00:00 AM,14282
5/2/2019 12:00:00 AM,14245
4/30/2019 12:00:00 AM,14215
4/29/2019 12:00:00 AM,14188
4/26/2019 12:00:00 AM,14188
4/25/2019 12:00:00 AM,14154
4/24/2019 12:00:00 AM,14112
4/23/2019 12:00:00 AM,14080
4/22/2019 12:00:00 AM,14056
4/18/2019 12:00:00 AM,14016
4/16/2019 12:00:00 AM,14066
4/15/2019 12:00:00 AM,14067
4/12/2019 12:00:00 AM,14153
4/11/2019 12:00:00 AM,14156
4/10/2019 12:00:00 AM,14155
4/9/2019 12:00:00 AM,14150
4/8/2019 12:00:00 AM,14145
4/5/2019 12:00:00 AM,14158
4/4/2019 12:00:00 AM,14182
4/2/2019 12:00:00 AM,14237
4/1/2019 12:00:00 AM,14231
3/29/2019 12:00:00 AM,14244
3/28/2019 12:00:00 AM,14255
3/27/2019 12:00:00 AM,14202
3/26/2019 12:00:00 AM,14171
3/25/2019 12:00:00 AM,14223
3/22/2019 12:00:00 AM,14157
3/21/2019 12:00:00 AM,14102
3/20/2019 12:00:00 AM,14231
3/19/2019 12:00:00 AM,14228
3/18/2019 12:00:00 AM,14242
3/15/2019 12:00:00 AM,14310
3/14/2019 12:00:00 AM,14253
3/13/2019 12:00:00 AM,14269
3/12/2019 12:00:00 AM,14251
3/11/2019 12:00:00 AM,14324
3/8/2019 12:00:00 AM,14223
3/6/2019 12:00:00 AM,14129
3/5/2019 12:00:00 AM,14146
3/4/2019 12:00:00 AM,14149
3/1/2019 12:00:00 AM,14111
2/28/2019 12:00:00 AM,14062
2/27/2019 12:00:00 AM,14004
2/26/2019 12:00:00 AM,13990
2/25/2019 12:00:00 AM,14007
2/22/2019 12:00:00 AM,14079
2/21/2019 12:00:00 AM,14057
2/20/2019 12:00:00 AM,14055
2/19/2019 12:00:00 AM,14119
2/18/2019 12:00:00 AM,14106
2/15/2019 12:00:00 AM,14116
2/14/2019 12:00:00 AM,14093
2/13/2019 12:00:00 AM,14027
2/12/2019 12:00:00 AM,14088
2/11/2019 12:00:00 AM,13995
2/8/2019 12:00:00 AM,13992
2/7/2019 12:00:00 AM,13978
2/6/2019 12:00:00 AM,13947
2/4/2019 12:00:00 AM,13976
2/1/2019 12:00:00 AM,13978
1/31/2019 12:00:00 AM,14072
1/30/2019 12:00:00 AM,14112
1/29/2019 12:00:00 AM,14098
1/28/2019 12:00:00 AM,14038
1/25/2019 12:00:00 AM,14163
1/24/2019 12:00:00 AM,14141
1/23/2019 12:00:00 AM,14188
1/22/2019 12:00:00 AM,14221
1/21/2019 12:00:00 AM,14212
1/18/2019 12:00:00 AM,14182
1/17/2019 12:00:00 AM,14158
1/16/2019 12:00:00 AM,14154
1/15/2019 12:00:00 AM,14084
1/14/2019 12:00:00 AM,14052
1/11/2019 12:00:00 AM,14076
1/10/2019 12:00:00 AM,14093
1/9/2019 12:00:00 AM,14120
1/8/2019 12:00:00 AM,14031
1/7/2019 12:00:00 AM,14105
1/4/2019 12:00:00 AM,14350
1/3/2019 12:00:00 AM,14474
1/2/2019 12:00:00 AM,14465
