reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
17aaf7b6-5d1c-46f5-8b5b-9735e3e3a686,ALFIKRI FATHIN,https://play-lh.googleusercontent.com/a-/ALV-UjUWhVS8ZUGqvEEzwAjQZg5RXssyXRSM1Gn0inVNpfqqFeGc_8m-qQ,"masih sering banget error, gada kendala jaringan transaksi pake spay 2 kali berhasil namun tiket ngga keluar.",1,0,6.9.6,2024-12-13 12:16:51,,,6.9.6
a9132b95-4fd1-491f-a23e-edc9aac92a26,R A N D I,https://play-lh.googleusercontent.com/a-/ALV-UjWDFN_IIcAN_2H3Mm1I6L0EqWdNjSc8Cg4oRWcoerMualUT6mOB1g,"Saya pakai asuransi tiket refund 100%. Tapi dari 77k yang saya bayar, cuma 18,5k yang dikembalikan. Kecewa sih",1,0,6.9.7,2024-12-13 11:25:08,,,6.9.7
72caf6b1-e9af-4e24-bc11-aea498dacd7b,Iflaili Lailatul,https://play-lh.googleusercontent.com/a-/ALV-UjV-hrFzywqdKzJC9UVeagUKx9wpCjb3I8_6at0HLaEKRiS00iE,Jadi susah pesen tiket.. Gilak,1,0,,2024-12-13 11:18:19,,,
a66b6ba9-688b-4345-979f-04b99dfd799d,Novaura Laila,https://play-lh.googleusercontent.com/a-/ALV-UjUfL2Efb7yKo6eVxmyRrcv5w-lKA2JlMOgCKdyKycmGtUMmximpAw,"Gimana ini saya udh bayar tiket udh berkurang saldo, tpi ga ada tiketnya ghaib mana besok brgkat",1,0,6.9.6,2024-12-13 11:16:52,,,6.9.6
ba2ecf44-4713-4b73-97ee-2bed8fd385ca,Irvan Herdiana,https://play-lh.googleusercontent.com/a-/ALV-UjUoaucWkX65nhvnnhNfAM_dTSRezwlfyTdrkyyLw5irad2UVa0,"Transaksi gagal, tapi saldo kepotong. Hari ini dari sore jam 3, aplikasi tidak bisa booking tiket, ke loket stasiun sama aja karena satu sistem, perbaikilah kasian yang nunggu-nunggu gak jelas. Ada promo juga, kalau aplikasinya gak siap/banyak bug/server erorr ya sama saja.",1,0,,2024-12-13 11:08:14,,,
a81b7958-9a82-4224-a133-18f7a5778d8f,Nadhira Khairunnisa,https://play-lh.googleusercontent.com/a/ACg8ocIJPQJv2u8dUkip1GXbky6xt3raI_t3BQUGGxE3mGAf1FRY398=mo,"Aplikasiii monyettttttt jelekk bet ajig najissss, lemotnya gak ngasih info yg akurat kalo udah habis tiketnya ya tertera habis lah kocak! Eror eror apaan erorr langsung aja tulisannya HABISSS!! PERBAIKI LAH !",1,0,6.9.6,2024-12-13 11:05:46,,,6.9.6
1111f4a7-75ab-452a-99a8-7ff0f0307ec9,muhammad hisyam iqbal,https://play-lh.googleusercontent.com/a-/ALV-UjVPDYiG7OrS4Hk3W2GjooaMYBIPEEf4hrLPgyr-0J1o7QCQCqQ-,"Habis di update malah invalid terus buat booking Pinjam aplikasi teman bisa sampai tahap pembayaran tp gk bisa pake VA Mau ganti metode pembayaran malah kembali ke home. Kudu ulang lagi. Coba berkali2 bisanya cuma bayar pake Qris 👎 Temen telfon call center katanya gak ada masalah, trus ini banyak yg gk invalid buat booking karena apa?",1,0,6.9.6,2024-12-13 10:50:51,,,6.9.6
6cfc90d7-2b45-4709-9729-0ccc3bb61bf8,putri Ayu pengukir,https://play-lh.googleusercontent.com/a-/ALV-UjUdFthbwlCzKegOS2rYMZbAaBi9D8YZ3GAEt8_LqGAhKg911grx,Selama saya menggunakan yeah g masalah.. eh berubah pikiran transaksi 2 kali udh kebayar tapi ga dapet nomor kursi ini gimana ni apatu aptu ya... Eh gak itu doang Ding pokoknya kurang si,1,0,6.9.6,2024-12-13 10:44:11,,,6.9.6
27e5d3af-997e-4938-887a-02cbe2f4aa91,Nurul Hidayati,https://play-lh.googleusercontent.com/a/ACg8ocJ4nUt3LgDvmibCL0CEdE6Nm8y8OQiFY8ZDnNKt7Mlsv1ZUbg=mo,Puas,5,0,6.7.0,2024-12-13 10:39:19,,,6.7.0
689d4424-de89-46f1-b902-cc7a61daa015,Clarissa SD Muhammadiyah 2 Bojonegoro,https://play-lh.googleusercontent.com/a/ACg8ocL_ZkLXZsTS_9p6yYs5gRiRzx-rDoWE3mhwXAPxkxv2uFvhmw=mo,"kenapa tiba2 tidak bisa dipake pesen tiket tulisanya ""sesi habis""",1,0,6.9.8,2024-12-13 10:36:51,,,6.9.8
f2a570a3-3ed3-4a13-bee4-0169e93633a8,Fahri Baskara,https://play-lh.googleusercontent.com/a/ACg8ocI6C11ZoHjMBsZLjqhNs9VK2HpcqrdSkwPHMnrxb-BulkQd3w=mo,"Account owner is not passenger. Kenapa dibuat begini saat pembatalan tiket, ribet banget. Pembatalan harus di akun kai acces milik penumpang dan nama akun bank harus sama dengan nama penumpang. Sudah banget kalo penumpangnya orang tua. Tidak semua orang terjangkau teknologi. Kebalikan seperti dulu.",1,0,6.9.6,2024-12-13 09:15:57,,,6.9.6
59f3e17c-f39f-420f-bda9-ec1db9a3c3b2,yuda sianatta,https://play-lh.googleusercontent.com/a/ACg8ocIfbRqiSVG3OEbD7MBND6VjCMUe3k3lI4zg-GV9PcBcCfNvX1c=mo,"Dari 5 jadi 1.... Ribet. Waktu daftar dan registrasi pending terus,...mending ke cs langsung",1,0,6.9.8,2024-12-13 09:11:35,,,6.9.8
