Kurs Jual,Kurs Beli,Tanggal
13596.5,13459.92,2020-11-16
13625.46,13488.6,2020-11-13
13540.3,13404.3,2020-11-12
13458.64,13320.92,2020-11-11
13429.71,13292.28,2020-11-10
13782.52,13641.42,2020-11-09
13891.14,13751.59,2020-11-06
13912.94,13770.55,2020-11-05
13950.41,13807.65,2020-11-04
14020.29,13879.46,2020-11-03
14137.04,13995.04,2020-11-02
14099.37,13955.08,2020-10-30
14099.37,13955.08,2020-10-29
14099.37,13955.08,2020-10-28
14099.37,13955.08,2020-10-27
14088.6,13947.09,2020-10-26
14145.44,14000.68,2020-10-23
14108.79,13964.4,2020-10-22
13980.54,13837.49,2020-10-21
14025.63,13884.76,2020-10-20
14058.37,13917.16,2020-10-19
14099.6,13955.33,2020-10-16
14100.57,13956.29,2020-10-15
14098.23,13956.63,2020-10-14
14110.64,13966.26,2020-10-13
14040.48,13896.83,2020-10-12
13989.51,13849.0,2020-10-09
13984.67,13844.21,2020-10-08
14060.68,13916.82,2020-10-07
13990.88,13849.04,2020-10-06
14158.38,14016.17,2020-10-05
14172.22,14028.55,2020-10-02
14170.98,14028.64,2020-10-01
14185.44,14042.96,2020-09-30
14214.24,14071.47,2020-09-29
14266.27,14120.3,2020-09-28
14243.78,14100.71,2020-09-25
14249.98,14106.85,2020-09-24
14184.36,14039.21,2020-09-23
14216.18,14073.38,2020-09-22
14181.16,14036.02,2020-09-21
14156.66,14011.79,2020-09-18
14230.88,14087.94,2020-09-17
14167.35,14025.05,2020-09-16
14147.83,14003.08,2020-09-15
14180.99,14037.24,2020-09-14
14181.72,14039.29,2020-09-11
14076.82,13935.44,2020-09-10
14092.97,13951.42,2020-09-09
13994.53,13852.68,2020-09-08
13955.55,13814.09,2020-09-07
14003.35,13862.71,2020-09-04
14018.72,13875.32,2020-09-03
14033.22,13892.28,2020-09-02
13905.22,13762.95,2020-09-01
13872.13,13730.19,2020-08-31
13834.75,13693.24,2020-08-28
13947.91,13807.82,2020-08-27
13819.22,13677.86,2020-08-26
13887.2,13746.43,2020-08-25
14060.88,13917.02,2020-08-24
14094.59,13950.38,2020-08-19
14180.35,14036.6,2020-08-18
14018.69,13877.91,2020-08-14
14008.61,13867.92,2020-08-13
13924.89,13785.04,2020-08-12
13965.13,13824.87,2020-08-11
14015.08,13871.69,2020-08-10
13942.26,13802.23,2020-08-07
13887.78,13748.29,2020-08-06
13923.37,13783.53,2020-08-05
13918.67,13778.87,2020-08-04
13972.0,13831.67,2020-08-03
14015.68,13874.9,2020-07-30
13933.63,13793.67,2020-07-29
13877.44,13735.44,2020-07-28
13895.7,13753.53,2020-07-27
13782.91,13644.49,2020-07-24
13761.18,13622.98,2020-07-23
13798.28,13657.14,2020-07-22
13888.49,13746.45,2020-07-21
13884.28,13744.84,2020-07-20
13851.08,13711.98,2020-07-17
13749.57,13608.94,2020-07-16
13697.39,13558.57,2020-07-15
13605.0,13465.86,2020-07-14
13627.66,13488.27,2020-07-13
13609.93,13473.25,2020-07-10
13530.5,13392.13,2020-07-09
13502.09,13366.5,2020-07-08
13533.56,13395.16,2020-07-07
13571.98,13435.69,2020-07-06
13614.98,13478.26,2020-07-03
13573.3,13434.49,2020-07-02
13377.31,13241.74,2020-07-01
13348.36,13211.86,2020-06-30
13469.69,13331.93,2020-06-29
13354.05,13217.47,2020-06-26
13355.27,13218.68,2020-06-25
13366.02,13231.78,2020-06-24
13383.43,13246.55,2020-06-23
13362.08,13225.41,2020-06-22
13386.84,13252.4,2020-06-19
13349.19,13213.88,2020-06-18
13338.15,13201.74,2020-06-17
13245.61,13111.37,2020-06-16
13335.02,13201.1,2020-06-15
13412.23,13275.05,2020-06-12
13165.14,13030.49,2020-06-11
13136.64,13004.72,2020-06-10
12985.82,12854.23,2020-06-09
12811.27,12682.64,2020-06-08
12990.92,12860.48,2020-06-05
13072.39,12938.75,2020-06-04
13200.77,13068.21,2020-06-03
13541.31,13402.83,2020-06-02
13785.19,13645.48,2020-05-29
13763.77,13625.55,2020-05-28
13807.53,13666.33,2020-05-27
13767.15,13627.64,2020-05-26
13790.19,13650.44,2020-05-20
13870.69,13728.84,2020-05-19
13966.42,13826.16,2020-05-18
13961.56,13818.78,2020-05-15
14055.14,13913.99,2020-05-14
13952.66,13809.97,2020-05-13
14007.9,13864.65,2020-05-12
14051.0,13909.88,2020-05-11
14186.07,14043.6,2020-05-08
14305.67,14159.33,2020-05-06
14243.71,14098.01,2020-05-05
14198.49,14055.9,2020-05-04
14274.94,14131.58,2020-04-30
14545.19,14396.41,2020-04-29
14511.88,14363.46,2020-04-28
14579.85,14430.74,2020-04-27
14522.69,14375.51,2020-04-24
14582.39,14430.59,2020-04-23
14520.92,14375.1,2020-04-22
14601.3,14454.67,2020-04-21
14493.15,14347.61,2020-04-20
14467.94,14319.99,2020-04-17
14712.48,14562.04,2020-04-16
14739.07,14591.05,2020-04-15
14684.58,14534.41,2020-04-14
14719.56,14569.05,2020-04-13
14982.75,14830.95,2020-04-09
15012.63,14859.15,2020-04-08
15160.92,15005.93,2020-04-07
15277.55,15121.37,2020-04-06
15340.55,15185.09,2020-04-03
15668.38,15508.15,2020-04-02
15300.13,15145.08,2020-04-01
15163.02,15009.37,2020-03-31
15303.58,15144.25,2020-03-30
15047.19,14893.34,2020-03-27
14826.2,14674.7,2020-03-26
15032.14,14878.52,2020-03-24
15148.88,14994.07,2020-03-23
14858.15,14706.3,2020-03-20
14477.45,14328.15,2020-03-19
14266.24,14121.66,2020-03-18
14257.36,14111.51,2020-03-17
13880.22,13735.71,2020-03-16
14162.54,14017.62,2020-03-13
14091.78,13947.52,2020-03-12
13719.61,13579.22,2020-03-11
14038.05,13894.33,2020-03-10
14117.25,13972.67,2020-03-09
13538.23,13399.73,2020-03-06
13263.94,13128.29,2020-03-05
13277.89,13142.09,2020-03-04
13225.79,13090.56,2020-03-03
13410.86,13276.19,2020-03-02
13084.4,12953.02,2020-02-28
12779.47,12648.87,2020-02-27
12718.22,12588.25,2020-02-26
12590.14,12461.5,2020-02-25
12495.35,12367.69,2020-02-24
12366.82,12242.67,2020-02-21
12406.69,12282.13,2020-02-20
12532.35,12404.27,2020-02-19
12525.64,12398.74,2020-02-18
12530.93,12403.99,2020-02-17
12544.89,12416.67,2020-02-14
12503.32,12375.53,2020-02-13
12495.27,12369.81,2020-02-12
12516.54,12389.75,2020-02-11
12544.65,12418.7,2020-02-10
12478.61,12351.07,2020-02-07
12496.87,12370.27,2020-02-06
12595.33,12466.59,2020-02-05
12727.84,12600.04,2020-02-04
12712.77,12582.8,2020-02-03
12588.53,12459.84,2020-01-31
12600.11,12471.3,2020-01-30
12548.92,12420.65,2020-01-29
12589.72,12461.02,2020-01-28
12560.89,12432.48,2020-01-27
12517.28,12390.46,2020-01-24
12488.95,12361.3,2020-01-23
12500.13,12372.37,2020-01-22
12484.12,12356.53,2020-01-21
12453.28,12328.25,2020-01-20
12447.81,12322.83,2020-01-17
12487.53,12362.15,2020-01-16
12534.83,12406.72,2020-01-15
12471.39,12343.93,2020-01-14
12568.69,12442.49,2020-01-13
12675.61,12548.34,2020-01-10
12758.11,12627.69,2020-01-09
12947.18,12817.17,2020-01-08
12899.85,12767.96,2020-01-07
12989.09,12856.27,2020-01-06
12925.42,12793.26,2020-01-03
12852.72,12721.32,2020-01-02
