Kurs Jual,Kurs Beli,Tanggal
13196.06,13061.19,8-26-2021
13174.49,13042.22,8-25-2021
13176.06,13043.77,8-24-2021
13253.39,13117.93,8-23-2021
13220.84,13088.09,8-20-2021
13187.3,13053.7,8-19-2021
13223.79,13088.61,8-18-2021
13113.21,12981.56,8-16-2021
13103.43,12970.7,8-13-2021
13098.85,12966.17,12-8-2021
13117.18,12983.13,10-8-2021
13154.35,13019.91,9-8-2021
13154.8,13019.15,6-8-2021
13185.22,13050.43,5-8-2021
13225.04,13091.05,4-8-2021
13249.69,13116.65,3-8-2021
13273.34,13140.07,2-8-2021
13261.21,13126.87,7-30-2021
13254.33,13121.26,7-29-2021
13231.67,13098.82,7-28-2021
13214.61,13079.57,7-27-2021
13191.08,13056.28,7-26-2021
13226.18,13091.01,7-23-2021
13289.81,13153.99,7-22-2021
13303.52,13167.54,7-21-2021
13256.03,13120.56,7-19-2021
13283.08,13147.31,7-16-2021
13181.42,13046.72,7-15-2021
13194.15,13059.32,7-14-2021
13222.92,13090.16,7-13-2021
13281.92,13146.18,12-7-2021
13309.73,13173.7,9-7-2021
13161.58,13025.91,8-7-2021
13124.24,12990.13,7-7-2021
13123.9,12992.15,6-7-2021
13130.73,12998.91,5-7-2021
13116.43,12984.75,2-7-2021
13230.77,13097.94,1-7-2021
13172.22,13038.8,6-30-2021
13138.54,13004.28,6-29-2021
13112.29,12978.3,6-28-2021
13109.33,12976.54,6-25-2021
13100.89,12967.03,6-24-2021
13118.31,12984.25,6-23-2021
13214.4,13079.35,6-22-2021
13142.38,13010.43,6-21-2021
13059.1,12927.99,6-18-2021
13034.01,12900.8,6-17-2021
12999.65,12866.8,6-16-2021
13036.4,12905.51,6-15-2021
13034.81,12901.58,6-14-2021
13073.17,12940.73,11-6-2021
13092.17,12960.72,10-6-2021
13092.17,12960.72,9-6-2021
13112.42,12978.38,8-6-2021
13061.81,12929.49,7-6-2021
13087.25,12955.85,4-6-2021
13060.88,12929.75,3-6-2021
13098.18,12966.66,2-6-2021
13091.99,12958.18,1-6-2021
13091.99,12958.18,5-31-2021
13174.17,13039.5,5-28-2021
13251.18,13115.71,5-27-2021
13251.75,13116.28,5-26-2021
13251.75,13116.28,5-25-2021
13300.39,13164.41,5-24-2021
13283.13,13147.33,5-21-2021
13188.38,13053.57,5-20-2021
13200.61,13065.66,5-19-2021
13145.99,13013.99,5-18-2021
13119.5,12986.57,5-17-2021
13117.29,12983.19,5-14-2021
13117.29,12983.19,5-13-2021
13117.29,12983.19,12-5-2021
13117.29,12983.19,11-5-2021
13157.82,13025.71,10-5-2021
13217.19,13083.28,7-5-2021
13270.42,13137.17,6-5-2021
13255.79,13122.69,5-5-2021
13262.19,13129.03,4-5-2021
13338.17,13204.24,3-5-2021
13343.43,13209.45,4-30-2021
13388.31,13253.88,4-29-2021
13447.93,13312.89,4-28-2021
13521.64,13383.36,4-27-2021
13550.27,13411.71,4-26-2021
13517.22,13381.48,4-23-2021
13512.38,13376.7,4-22-2021
13443.24,13308.25,4-21-2021
13546.3,13406.55,4-20-2021
13472.63,13337.35,4-19-2021
13533.68,13397.78,4-16-2021
13498.09,13360.1,4-15-2021
13463.73,13328.54,4-14-2021
13433.36,13298.48,4-13-2021
13359.68,13225.54,12-4-2021
13388.98,13252.12,9-4-2021
13277.72,13144.4,8-4-2021
13215.83,13083.15,7-4-2021
13207.04,13074.45,6-4-2021
13230.66,13097.82,5-4-2021
13238.65,13103.37,2-4-2021
13238.65,13103.37,1-4-2021
13234.1,13098.87,3-31-2021
13243.62,13108.26,3-30-2021
13246.43,13111.04,3-29-2021
13293.87,13159.18,3-26-2021
13345.87,13209.44,3-25-2021
13390.43,13253.53,3-24-2021
13328.22,13194.39,3-23-2021
13348.29,13214.26,3-22-2021
13344.69,13210.69,3-19-2021
13283.25,13145.05,3-18-2021
13318.03,13184.3,3-17-2021
13277.27,13141.54,3-16-2021
13275.39,13139.69,3-15-2021
13284.46,13149.85,12-3-2021
13323.32,13187.12,11-3-2021
13323.32,13187.12,10-3-2021
13317.77,13184.05,9-3-2021
13343.74,13209.75,8-3-2021
13380.45,13244.86,5-3-2021
13420.34,13285.56,4-3-2021
13484.67,13346.74,3-3-2021
13460.53,13325.35,2-3-2021
13475.39,13337.55,1-3-2021
13497.07,13361.51,2-26-2021
13372.19,13236.63,2-25-2021
13430.19,13295.3,2-24-2021
13529.62,13391.17,2-23-2021
13412.05,13274.83,2-22-2021
13392.08,13255.06,2-19-2021
13355.99,13221.84,2-18-2021
13297.88,13164.32,2-17-2021
13209.91,13077.23,2-16-2021
13348.31,13214.24,2-15-2021
13461.82,13325.32,12-2-2021
13461.82,13325.32,11-2-2021
13434.26,13299.31,10-2-2021
13400,13265.4,9-2-2021
13336.49,13202.54,8-2-2021
13394.28,13257.24,5-2-2021
13428.06,13290.65,4-2-2021
13423.95,13289.11,3-2-2021
13456.21,13321.05,2-2-2021
13478.71,13342.05,1-2-2021
13551.38,13412.69,1-29-2021
13605.91,13467.94,1-28-2021
13657.5,13517.69,1-27-2021
13651.33,13514.19,1-26-2021
13638.25,13498.64,1-25-2021
13641.37,13503.02,1-22-2021
13625.49,13486.01,1-21-2021
13621.79,13484.95,1-20-2021
13626.36,13489.48,1-19-2021
13641.57,13504.53,1-18-2021
13626,13489.12,1-15-2021
13629.43,13489.93,1-14-2021
13692.11,13551.95,1-13-2021
13716.47,13577.38,12-1-2021
13658.93,13521.73,11-1-2021
13603.21,13466.55,8-1-2021
13575.97,13436.98,7-1-2021
13615.75,13477.65,6-1-2021
13590.7,13451.56,5-1-2021
13565.55,13426.66,4-1-2021
13716.04,13578.25,12-31-2020
13716.04,13578.25,12-30-2020
13727.8,13589.9,12-29-2020
13766.22,13625.29,12-28-2020
13862.67,13720.76,12-25-2020
13862.67,13720.76,12-24-2020
13862.67,13720.76,12-23-2020
13823.25,13683.05,12-22-2020
13790.3,13650.45,12-21-2020
13763.9,13625.62,12-18-2020
13764.41,13626.13,12-17-2020
13726.24,13587.04,12-16-2020
13687.52,13548.72,12-15-2020
13681.53,13544.09,12-14-2020
13628.72,13491.82,11-12-2020
13611.28,13473.26,10-12-2020
13682.06,13544.62,9-12-2020
13682.06,13544.62,8-12-2020
13663.25,13526,7-12-2020
13729.8,13586.65,4-12-2020
13638.26,13501.26,3-12-2020
13637.5,13500.51,2-12-2020
13654.9,13517.74,1-12-2020
13670.94,13531,11-30-2020
13662.4,13522.56,11-27-2020
13612.59,13470.68,11-26-2020
13621.44,13482.03,11-25-2020
13646.08,13509.01,11-24-2020
13720.31,13582.48,11-23-2020
13765.06,13626.78,11-20-2020
13715.29,13576.2,11-19-2020
13628.46,13490.26,11-18-2020
13535.62,13398.37,11-17-2020
13596.5,13459.92,11-16-2020
13625.46,13488.6,11-13-2020
13540.3,13404.3,12-11-2020
13458.64,13320.92,11-11-2020
13429.71,13292.28,10-11-2020
13782.52,13641.42,9-11-2020
13891.14,13751.59,6-11-2020
13912.94,13770.55,5-11-2020
13950.41,13807.65,4-11-2020
14020.29,13879.46,3-11-2020
14137.04,13995.04,2-11-2020
14099.37,13955.08,10-30-2020
14099.37,13955.08,10-29-2020
14099.37,13955.08,10-28-2020
14099.37,13955.08,10-27-2020
14088.6,13947.09,10-26-2020
14145.44,14000.68,10-23-2020
14108.79,13964.4,10-22-2020
13980.54,13837.49,10-21-2020
14025.63,13884.76,10-20-2020
14058.37,13917.16,10-19-2020
14099.6,13955.33,10-16-2020
14100.57,13956.29,10-15-2020
14098.23,13956.63,10-14-2020
14110.64,13966.26,10-13-2020
14040.48,13896.83,12-10-2020
13989.51,13849,9-10-2020
13984.67,13844.21,8-10-2020
14060.68,13916.82,7-10-2020
13990.88,13849.04,6-10-2020
14158.38,14016.17,5-10-2020
14172.22,14028.55,2-10-2020
14170.98,14028.64,1-10-2020
14185.44,14042.96,9-30-2020
14214.24,14071.47,9-29-2020
14266.27,14120.3,9-28-2020
14243.78,14100.71,9-25-2020
14249.98,14106.85,9-24-2020
14184.36,14039.21,9-23-2020
14216.18,14073.38,9-22-2020
14181.16,14036.02,9-21-2020
14156.66,14011.79,9-18-2020
14230.88,14087.94,9-17-2020
14167.35,14025.05,9-16-2020
14147.83,14003.08,9-15-2020
14180.99,14037.24,9-14-2020
14181.72,14039.29,11-9-2020
14076.82,13935.44,10-9-2020
14092.97,13951.42,9-9-2020
13994.53,13852.68,8-9-2020
13955.55,13814.09,7-9-2020
14003.35,13862.71,4-9-2020
14018.72,13875.32,3-9-2020
14033.22,13892.28,2-9-2020
13905.22,13762.95,1-9-2020
13872.13,13730.19,8-31-2020
13834.75,13693.24,8-28-2020
13947.91,13807.82,8-27-2020
13819.22,13677.86,8-26-2020
13887.2,13746.43,8-25-2020
14060.88,13917.02,8-24-2020
14094.59,13950.38,8-19-2020
14180.35,14036.6,8-18-2020
14018.69,13877.91,8-14-2020
14008.61,13867.92,8-13-2020
13924.89,13785.04,12-8-2020
13965.13,13824.87,11-8-2020
14015.08,13871.69,10-8-2020
13942.26,13802.23,7-8-2020
13887.78,13748.29,6-8-2020
13923.37,13783.53,5-8-2020
13918.67,13778.87,4-8-2020
13972,13831.67,3-8-2020
14015.68,13874.9,7-30-2020
13933.63,13793.67,7-29-2020
13877.44,13735.44,7-28-2020
13895.7,13753.53,7-27-2020
13782.91,13644.49,7-24-2020
13761.18,13622.98,7-23-2020
13798.28,13657.14,7-22-2020
13888.49,13746.45,7-21-2020
13884.28,13744.84,7-20-2020
13851.08,13711.98,7-17-2020
13749.57,13608.94,7-16-2020
13697.39,13558.57,7-15-2020
13605,13465.86,7-14-2020
13627.66,13488.27,7-13-2020
13609.93,13473.25,10-7-2020
13530.5,13392.13,9-7-2020
13502.09,13366.5,8-7-2020
13533.56,13395.16,7-7-2020
13571.98,13435.69,6-7-2020
13614.98,13478.26,3-7-2020
13573.3,13434.49,2-7-2020
13377.31,13241.74,1-7-2020
13348.36,13211.86,6-30-2020
13469.69,13331.93,6-29-2020
13354.05,13217.47,6-26-2020
13355.27,13218.68,6-25-2020
13366.02,13231.78,6-24-2020
13383.43,13246.55,6-23-2020
13362.08,13225.41,6-22-2020
13386.84,13252.4,6-19-2020
13349.19,13213.88,6-18-2020
13338.15,13201.74,6-17-2020
13245.61,13111.37,6-16-2020
13335.02,13201.1,6-15-2020
13412.23,13275.05,12-6-2020
13165.14,13030.49,11-6-2020
13136.64,13004.72,10-6-2020
12985.82,12854.23,9-6-2020
12811.27,12682.64,8-6-2020
12990.92,12860.48,5-6-2020
13072.39,12938.75,4-6-2020
13200.77,13068.21,3-6-2020
13541.31,13402.83,2-6-2020
13785.19,13645.48,5-29-2020
13763.77,13625.55,5-28-2020
13807.53,13666.33,5-27-2020
13767.15,13627.64,5-26-2020
13790.19,13650.44,5-20-2020
13870.69,13728.84,5-19-2020
13966.42,13826.16,5-18-2020
13961.56,13818.78,5-15-2020
14055.14,13913.99,5-14-2020
13952.66,13809.97,5-13-2020
14007.9,13864.65,12-5-2020
14051,13909.88,11-5-2020
14186.07,14043.6,8-5-2020
14305.67,14159.33,6-5-2020
14243.71,14098.01,5-5-2020
14198.49,14055.9,4-5-2020
14274.94,14131.58,4-30-2020
14545.19,14396.41,4-29-2020
14511.88,14363.46,4-28-2020
14579.85,14430.74,4-27-2020
14522.69,14375.51,4-24-2020
14582.39,14430.59,4-23-2020
14520.92,14375.1,4-22-2020
14601.3,14454.67,4-21-2020
14493.15,14347.61,4-20-2020
14467.94,14319.99,4-17-2020
14712.48,14562.04,4-16-2020
14739.07,14591.05,4-15-2020
14684.58,14534.41,4-14-2020
14719.56,14569.05,4-13-2020
14982.75,14830.95,9-4-2020
15012.63,14859.15,8-4-2020
15160.92,15005.93,7-4-2020
15277.55,15121.37,6-4-2020
15340.55,15185.09,3-4-2020
15668.38,15508.15,2-4-2020
15300.13,15145.08,1-4-2020
15163.02,15009.37,3-31-2020
15303.58,15144.25,3-30-2020
15047.19,14893.34,3-27-2020
14826.2,14674.7,3-26-2020
15032.14,14878.52,3-24-2020
15148.88,14994.07,3-23-2020
14858.15,14706.3,3-20-2020
14477.45,14328.15,3-19-2020
14266.24,14121.66,3-18-2020
14257.36,14111.51,3-17-2020
13880.22,13735.71,3-16-2020
14162.54,14017.62,3-13-2020
14091.78,13947.52,12-3-2020
13719.61,13579.22,11-3-2020
14038.05,13894.33,10-3-2020
14117.25,13972.67,9-3-2020
13538.23,13399.73,6-3-2020
13263.94,13128.29,5-3-2020
13277.89,13142.09,4-3-2020
13225.79,13090.56,3-3-2020
13410.86,13276.19,2-3-2020
13084.4,12953.02,2-28-2020
12779.47,12648.87,2-27-2020
12718.22,12588.25,2-26-2020
12590.14,12461.5,2-25-2020
12495.35,12367.69,2-24-2020
12366.82,12242.67,2-21-2020
12406.69,12282.13,2-20-2020
12532.35,12404.27,2-19-2020
12525.64,12398.74,2-18-2020
12530.93,12403.99,2-17-2020
12544.89,12416.67,2-14-2020
12503.32,12375.53,2-13-2020
12495.27,12369.81,12-2-2020
12516.54,12389.75,11-2-2020
12544.65,12418.7,10-2-2020
12478.61,12351.07,7-2-2020
12496.87,12370.27,6-2-2020
12595.33,12466.59,5-2-2020
12727.84,12600.04,4-2-2020
12712.77,12582.8,3-2-2020
12588.53,12459.84,1-31-2020
12600.11,12471.3,1-30-2020
12548.92,12420.65,1-29-2020
12589.72,12461.02,1-28-2020
12560.89,12432.48,1-27-2020
12517.28,12390.46,1-24-2020
12488.95,12361.3,1-23-2020
12500.13,12372.37,1-22-2020
12484.12,12356.53,1-21-2020
12453.28,12328.25,1-20-2020
12447.81,12322.83,1-17-2020
12487.53,12362.15,1-16-2020
12534.83,12406.72,1-15-2020
12471.39,12343.93,1-14-2020
12568.69,12442.49,1-13-2020
12675.61,12548.34,10-1-2020
12758.11,12627.69,9-1-2020
12947.18,12817.17,8-1-2020
12899.85,12767.96,7-1-2020
12989.09,12856.27,6-1-2020
12925.42,12793.26,3-1-2020
12852.72,12721.32,2-1-2020
