NO;Tanggal;Kurs;
633;1/12/2022 12:00:00 AM;14302;
634;1/11/2022 12:00:00 AM;14299;
635;1/10/2022 12:00:00 AM;14323;
636;1/7/2022 12:00:00 AM;14360;
637;1/6/2022 12:00:00 AM;14396;
638;1/5/2022 12:00:00 AM;14365;
639;1/4/2022 12:00:00 AM;14310;
640;1/3/2022 12:00:00 AM;14270;
641;12/31/2021 12:00:00 AM;14278;
642;12/30/2021 12:00:00 AM;14269;
643;12/29/2021 12:00:00 AM;14265;
644;12/28/2021 12:00:00 AM;14237;
645;12/27/2021 12:00:00 AM;14225;
646;12/24/2021 12:00:00 AM;14219;
647;12/23/2021 12:00:00 AM;14251;
648;12/22/2021 12:00:00 AM;14264;
649;12/21/2021 12:00:00 AM;14349;
650;12/20/2021 12:00:00 AM;14384;
651;12/17/2021 12:00:00 AM;14343;
652;12/16/2021 12:00:00 AM;14343;
653;12/15/2021 12:00:00 AM;14337;
654;12/14/2021 12:00:00 AM;14348;
655;12/13/2021 12:00:00 AM;14346;
656;12/10/2021 12:00:00 AM;14378;
657;12/9/2021 12:00:00 AM;14351;
658;12/8/2021 12:00:00 AM;14348;
659;12/7/2021 12:00:00 AM;14408;
660;12/6/2021 12:00:00 AM;14441;
661;12/3/2021 12:00:00 AM;14408;
662;12/2/2021 12:00:00 AM;14378;
663;12/1/2021 12:00:00 AM;14353;
664;11/30/2021 12:00:00 AM;14320;
665;11/29/2021 12:00:00 AM;14340;
666;11/26/2021 12:00:00 AM;14280;
667;11/25/2021 12:00:00 AM;14280;
668;11/24/2021 12:00:00 AM;14272;
669;11/23/2021 12:00:00 AM;14272;
670;11/22/2021 12:00:00 AM;14255;
671;11/19/2021 12:00:00 AM;14237;
672;11/18/2021 12:00:00 AM;14231;
673;11/17/2021 12:00:00 AM;14259;
674;11/16/2021 12:00:00 AM;14211;
675;11/15/2021 12:00:00 AM;14206;
676;11/12/2021 12:00:00 AM;14243;
677;11/11/2021 12:00:00 AM;14288;
678;11/10/2021 12:00:00 AM;14253;
679;11/9/2021 12:00:00 AM;14233;
680;11/8/2021 12:00:00 AM;14268;
681;11/5/2021 12:00:00 AM;14374;
682;11/4/2021 12:00:00 AM;14327;
683;11/3/2021 12:00:00 AM;14301;
684;11/2/2021 12:00:00 AM;14261;
685;11/1/2021 12:00:00 AM;14235;
686;10/29/2021 12:00:00 AM;14171;
687;10/28/2021 12:00:00 AM;14199;
688;10/27/2021 12:00:00 AM;14184;
689;10/26/2021 12:00:00 AM;14165;
690;10/25/2021 12:00:00 AM;14183;
691;10/22/2021 12:00:00 AM;14162;
692;10/21/2021 12:00:00 AM;14133;
693;10/19/2021 12:00:00 AM;14080;
694;10/18/2021 12:00:00 AM;14096;
695;10/15/2021 12:00:00 AM;14084;
696;10/14/2021 12:00:00 AM;14155;
697;10/13/2021 12:00:00 AM;14221;
698;10/12/2021 12:00:00 AM;14217;
699;10/11/2021 12:00:00 AM;14210;
700;10/8/2021 12:00:00 AM;14225;
701;10/7/2021 12:00:00 AM;14238;
702;10/6/2021 12:00:00 AM;14245;
703;10/5/2021 12:00:00 AM;14260;
704;10/4/2021 12:00:00 AM;14276;
705;10/1/2021 12:00:00 AM;14315;
706;9/30/2021 12:00:00 AM;14321;
707;9/29/2021 12:00:00 AM;14307;
708;9/28/2021 12:00:00 AM;14269;
709;9/27/2021 12:00:00 AM;14258;
710;9/24/2021 12:00:00 AM;14250;
711;9/23/2021 12:00:00 AM;14256;
712;9/22/2021 12:00:00 AM;14249;
713;9/21/2021 12:00:00 AM;14244;
714;9/20/2021 12:00:00 AM;14251;
715;9/17/2021 12:00:00 AM;14233;
716;9/16/2021 12:00:00 AM;14238;
717;9/15/2021 12:00:00 AM;14252;
718;9/14/2021 12:00:00 AM;14257;
719;9/13/2021 12:00:00 AM;14260;
720;9/10/2021 12:00:00 AM;14225;
721;9/9/2021 12:00:00 AM;14272;
722;9/8/2021 12:00:00 AM;14266;
723;9/7/2021 12:00:00 AM;14195;
724;9/6/2021 12:00:00 AM;14239;
725;9/3/2021 12:00:00 AM;14261;
726;9/2/2021 12:00:00 AM;14281;
727;9/1/2021 12:00:00 AM;14284;
728;8/31/2021 12:00:00 AM;14306;
729;8/30/2021 12:00:00 AM;14374;
730;8/27/2021 12:00:00 AM;14431;
731;8/26/2021 12:00:00 AM;14423;
732;8/25/2021 12:00:00 AM;14408;
733;8/24/2021 12:00:00 AM;14391;
734;8/23/2021 12:00:00 AM;14415;
735;8/20/2021 12:00:00 AM;14464;
736;8/19/2021 12:00:00 AM;14414;
737;8/18/2021 12:00:00 AM;14384;
738;8/16/2021 12:00:00 AM;14383;
739;8/13/2021 12:00:00 AM;14388;
740;8/12/2021 12:00:00 AM;14389;
741;8/10/2021 12:00:00 AM;14397;
742;8/9/2021 12:00:00 AM;14378;
743;8/6/2021 12:00:00 AM;14369;
744;8/5/2021 12:00:00 AM;14342;
745;8/4/2021 12:00:00 AM;14324;
746;8/3/2021 12:00:00 AM;14362;
747;8/2/2021 12:00:00 AM;14456;
748;7/30/2021 12:00:00 AM;14462;
749;7/29/2021 12:00:00 AM;14491;
750;7/28/2021 12:00:00 AM;14498;
751;7/27/2021 12:00:00 AM;14489;
752;7/26/2021 12:00:00 AM;14494;
753;7/23/2021 12:00:00 AM;14501;
754;7/22/2021 12:00:00 AM;14508;
755;7/21/2021 12:00:00 AM;14554;
756;7/19/2021 12:00:00 AM;14524;
757;7/16/2021 12:00:00 AM;14517;
758;7/15/2021 12:00:00 AM;14503;
759;7/14/2021 12:00:00 AM;14493;
760;7/13/2021 12:00:00 AM;14486;
761;7/12/2021 12:00:00 AM;14486;
762;7/9/2021 12:00:00 AM;14548;
763;7/8/2021 12:00:00 AM;14548;
764;7/7/2021 12:00:00 AM;14500;
765;7/6/2021 12:00:00 AM;14468;
766;7/5/2021 12:00:00 AM;14482;
767;7/2/2021 12:00:00 AM;14564;
768;7/1/2021 12:00:00 AM;14539;
769;6/30/2021 12:00:00 AM;14542;
770;6/29/2021 12:00:00 AM;14496;
771;6/28/2021 12:00:00 AM;14472;
772;6/25/2021 12:00:00 AM;14447;
773;6/24/2021 12:00:00 AM;14462;
774;6/23/2021 12:00:00 AM;14454;
775;6/22/2021 12:00:00 AM;14421;
776;6/21/2021 12:00:00 AM;14453;
777;6/18/2021 12:00:00 AM;14403;
778;6/17/2021 12:00:00 AM;14378;
779;6/16/2021 12:00:00 AM;14257;
780;6/15/2021 12:00:00 AM;14244;
781;6/14/2021 12:00:00 AM;14222;
782;6/11/2021 12:00:00 AM;14206;
783;6/10/2021 12:00:00 AM;14240;
784;6/9/2021 12:00:00 AM;14262;
785;6/8/2021 12:00:00 AM;14262;
786;6/7/2021 12:00:00 AM;14271;
787;6/4/2021 12:00:00 AM;14316;
788;6/3/2021 12:00:00 AM;14297;
789;6/2/2021 12:00:00 AM;14276;
790;5/31/2021 12:00:00 AM;14292;
791;5/28/2021 12:00:00 AM;14310;
792;5/27/2021 12:00:00 AM;14312;
793;5/25/2021 12:00:00 AM;14335;
794;5/24/2021 12:00:00 AM;14362;
795;5/21/2021 12:00:00 AM;14375;
796;5/20/2021 12:00:00 AM;14396;
797;5/19/2021 12:00:00 AM;14313;
798;5/18/2021 12:00:00 AM;14300;
799;5/17/2021 12:00:00 AM;14284;
800;5/11/2021 12:00:00 AM;14203;
801;5/10/2021 12:00:00 AM;14198;
802;5/7/2021 12:00:00 AM;14289;
803;5/6/2021 12:00:00 AM;14364;
804;5/5/2021 12:00:00 AM;14439;
805;5/4/2021 12:00:00 AM;14431;
806;5/3/2021 12:00:00 AM;14467;
807;4/30/2021 12:00:00 AM;14453;
808;4/29/2021 12:00:00 AM;14468;
809;4/28/2021 12:00:00 AM;14510;
810;4/27/2021 12:00:00 AM;14497;
811;4/26/2021 12:00:00 AM;14489;
812;4/23/2021 12:00:00 AM;14548;
813;4/22/2021 12:00:00 AM;14530;
814;4/21/2021 12:00:00 AM;14549;
815;4/20/2021 12:00:00 AM;14508;
816;4/19/2021 12:00:00 AM;14568;
817;4/16/2021 12:00:00 AM;14592;
818;4/15/2021 12:00:00 AM;14646;
819;4/14/2021 12:00:00 AM;14633;
820;4/13/2021 12:00:00 AM;14648;
821;4/12/2021 12:00:00 AM;14631;
822;4/9/2021 12:00:00 AM;14580;
823;4/8/2021 12:00:00 AM;14580;
824;4/7/2021 12:00:00 AM;14513;
825;4/6/2021 12:00:00 AM;14519;
826;4/5/2021 12:00:00 AM;14533;
827;4/1/2021 12:00:00 AM;14577;
828;3/31/2021 12:00:00 AM;14572;
829;3/30/2021 12:00:00 AM;14481;
830;3/29/2021 12:00:00 AM;14434;
831;3/26/2021 12:00:00 AM;14446;
832;3/25/2021 12:00:00 AM;14464;
833;3/24/2021 12:00:00 AM;14455;
834;3/23/2021 12:00:00 AM;14421;
835;3/22/2021 12:00:00 AM;14456;
836;3/19/2021 12:00:00 AM;14476;
837;3/18/2021 12:00:00 AM;14412;
838;3/17/2021 12:00:00 AM;14459;
839;3/16/2021 12:00:00 AM;14424;
840;3/15/2021 12:00:00 AM;14418;
841;3/12/2021 12:00:00 AM;14371;
842;3/10/2021 12:00:00 AM;14421;
843;3/9/2021 12:00:00 AM;14468;
844;3/8/2021 12:00:00 AM;14390;
845;3/5/2021 12:00:00 AM;14371;
846;3/4/2021 12:00:00 AM;14299;
847;3/3/2021 12:00:00 AM;14334;
848;3/2/2021 12:00:00 AM;14307;
849;3/1/2021 12:00:00 AM;14300;
850;2/26/2021 12:00:00 AM;14229;
851;2/25/2021 12:00:00 AM;14104;
852;2/24/2021 12:00:00 AM;14089;
853;2/23/2021 12:00:00 AM;14126;
854;2/22/2021 12:00:00 AM;14098;
855;2/19/2021 12:00:00 AM;14085;
856;2/18/2021 12:00:00 AM;14059;
857;2/17/2021 12:00:00 AM;14019;
858;2/16/2021 12:00:00 AM;13875;
859;2/15/2021 12:00:00 AM;13946;
860;2/11/2021 12:00:00 AM;14011;
861;2/10/2021 12:00:00 AM;13989;
862;2/9/2021 12:00:00 AM;14000;
863;2/8/2021 12:00:00 AM;14000;
864;2/5/2021 12:00:00 AM;14062;
865;2/4/2021 12:00:00 AM;14036;
866;2/3/2021 12:00:00 AM;14017;
867;2/2/2021 12:00:00 AM;14044;
868;2/1/2021 12:00:00 AM;14042;
869;1/29/2021 12:00:00 AM;14084;
870;1/28/2021 12:00:00 AM;14119;
871;1/27/2021 12:00:00 AM;14091;
872;1/26/2021 12:00:00 AM;14086;
873;1/25/2021 12:00:00 AM;14082;
874;1/22/2021 12:00:00 AM;14054;
875;1/21/2021 12:00:00 AM;14039;
876;1/20/2021 12:00:00 AM;14065;
877;1/19/2021 12:00:00 AM;14086;
878;1/18/2021 12:00:00 AM;14080;
879;1/15/2021 12:00:00 AM;14068;
880;1/14/2021 12:00:00 AM;14119;
881;1/13/2021 12:00:00 AM;14109;
882;1/12/2021 12:00:00 AM;14231;
883;1/11/2021 12:00:00 AM;14155;
884;1/8/2021 12:00:00 AM;14058;
885;1/7/2021 12:00:00 AM;13938;
886;1/6/2021 12:00:00 AM;13926;
887;1/5/2021 12:00:00 AM;13945;
888;1/4/2021 12:00:00 AM;13903;
889;12/30/2020 12:00:00 AM;14105;
890;12/29/2020 12:00:00 AM;14169;
891;12/28/2020 12:00:00 AM;14184;
892;12/23/2020 12:00:00 AM;14282;
893;12/22/2020 12:00:00 AM;14218;
894;12/21/2020 12:00:00 AM;14180;
895;12/18/2020 12:00:00 AM;14146;
896;12/17/2020 12:00:00 AM;14152;
897;12/16/2020 12:00:00 AM;14151;
898;12/15/2020 12:00:00 AM;14171;
899;12/14/2020 12:00:00 AM;14158;
900;12/11/2020 12:00:00 AM;14102;
901;12/10/2020 12:00:00 AM;14130;
902;12/8/2020 12:00:00 AM;14164;
903;12/7/2020 12:00:00 AM;14135;
904;12/4/2020 12:00:00 AM;14182;
905;12/3/2020 12:00:00 AM;14177;
906;12/2/2020 12:00:00 AM;14164;
907;12/1/2020 12:00:00 AM;14178;
908;11/30/2020 12:00:00 AM;14128;
909;11/27/2020 12:00:00 AM;14145;
910;11/26/2020 12:00:00 AM;14130;
911;11/25/2020 12:00:00 AM;14169;
912;11/24/2020 12:00:00 AM;14196;
913;11/23/2020 12:00:00 AM;14164;
914;11/20/2020 12:00:00 AM;14228;
915;11/19/2020 12:00:00 AM;14167;
916;11/18/2020 12:00:00 AM;14118;
917;11/17/2020 12:00:00 AM;14073;
918;11/16/2020 12:00:00 AM;14139;
919;11/13/2020 12:00:00 AM;14222;
920;11/12/2020 12:00:00 AM;14187;
921;11/11/2020 12:00:00 AM;14076;
922;11/10/2020 12:00:00 AM;14015;
923;11/9/2020 12:00:00 AM;14172;
924;11/6/2020 12:00:00 AM;14321;
925;11/5/2020 12:00:00 AM;14439;
926;11/4/2020 12:00:00 AM;14557;
927;11/3/2020 12:00:00 AM;14609;
928;11/2/2020 12:00:00 AM;14718;
929;10/27/2020 12:00:00 AM;14690;
930;10/26/2020 12:00:00 AM;14697;
931;10/23/2020 12:00:00 AM;14738;
932;10/22/2020 12:00:00 AM;14697;
933;10/21/2020 12:00:00 AM;14658;
934;10/20/2020 12:00:00 AM;14729;
935;10/19/2020 12:00:00 AM;14741;
936;10/16/2020 12:00:00 AM;14766;
937;10/15/2020 12:00:00 AM;14760;
938;10/14/2020 12:00:00 AM;14780;
939;10/13/2020 12:00:00 AM;14793;
940;10/12/2020 12:00:00 AM;14746;
941;10/9/2020 12:00:00 AM;14737;
942;10/8/2020 12:00:00 AM;14750;
943;10/7/2020 12:00:00 AM;14784;
944;10/6/2020 12:00:00 AM;14712;
945;10/5/2020 12:00:00 AM;14867;
946;10/2/2020 12:00:00 AM;14890;
947;10/1/2020 12:00:00 AM;14876;
948;9/30/2020 12:00:00 AM;14918;
949;9/29/2020 12:00:00 AM;14920;
950;9/28/2020 12:00:00 AM;14959;
951;9/25/2020 12:00:00 AM;14951;
952;9/24/2020 12:00:00 AM;14949;
953;9/23/2020 12:00:00 AM;14835;
954;9/22/2020 12:00:00 AM;14782;
955;9/21/2020 12:00:00 AM;14723;
956;9/18/2020 12:00:00 AM;14768;
957;9/17/2020 12:00:00 AM;14878;
958;9/16/2020 12:00:00 AM;14844;
959;9/15/2020 12:00:00 AM;14870;
960;9/14/2020 12:00:00 AM;14974;
961;9/11/2020 12:00:00 AM;14979;
962;9/10/2020 12:00:00 AM;14871;
963;9/9/2020 12:00:00 AM;14853;
964;9/8/2020 12:00:00 AM;14798;
965;9/7/2020 12:00:00 AM;14754;
966;9/4/2020 12:00:00 AM;14792;
967;9/3/2020 12:00:00 AM;14818;
968;9/2/2020 12:00:00 AM;14804;
969;9/1/2020 12:00:00 AM;14615;
970;8/31/2020 12:00:00 AM;14554;
971;8/28/2020 12:00:00 AM;14702;
972;8/27/2020 12:00:00 AM;14714;
973;8/26/2020 12:00:00 AM;14636;
974;8/25/2020 12:00:00 AM;14632;
975;8/24/2020 12:00:00 AM;14794;
976;8/19/2020 12:00:00 AM;14786;
977;8/18/2020 12:00:00 AM;14907;
978;8/14/2020 12:00:00 AM;14917;
979;8/13/2020 12:00:00 AM;14877;
980;8/12/2020 12:00:00 AM;14777;
981;8/11/2020 12:00:00 AM;14728;
982;8/10/2020 12:00:00 AM;14750;
983;8/7/2020 12:00:00 AM;14647;
984;8/6/2020 12:00:00 AM;14587;
985;8/5/2020 12:00:00 AM;14623;
986;8/4/2020 12:00:00 AM;14697;
987;8/3/2020 12:00:00 AM;14713;
988;7/30/2020 12:00:00 AM;14653;
989;7/29/2020 12:00:00 AM;14570;
990;7/28/2020 12:00:00 AM;14543;
991;7/27/2020 12:00:00 AM;14605;
992;7/24/2020 12:00:00 AM;14614;
993;7/23/2020 12:00:00 AM;14669;
994;7/22/2020 12:00:00 AM;14655;
995;7/21/2020 12:00:00 AM;14813;
996;7/20/2020 12:00:00 AM;14832;
997;7/17/2020 12:00:00 AM;14780;
998;7/16/2020 12:00:00 AM;14632;
999;7/15/2020 12:00:00 AM;14616;
1000;7/14/2020 12:00:00 AM;14512;
1001;7/13/2020 12:00:00 AM;14486;
1002;7/10/2020 12:00:00 AM;14501;
1003;7/9/2020 12:00:00 AM;14446;
1004;7/8/2020 12:00:00 AM;14460;
1005;7/7/2020 12:00:00 AM;14456;
1006;7/6/2020 12:00:00 AM;14547;
1007;7/3/2020 12:00:00 AM;14566;
1008;7/2/2020 12:00:00 AM;14516;
1009;7/1/2020 12:00:00 AM;14341;
1010;6/30/2020 12:00:00 AM;14302;
1011;6/29/2020 12:00:00 AM;14369;
1012;6/26/2020 12:00:00 AM;14239;
1013;6/25/2020 12:00:00 AM;14231;
1014;6/24/2020 12:00:00 AM;14160;
1015;6/23/2020 12:00:00 AM;14265;
1016;6/22/2020 12:00:00 AM;14209;
1017;6/19/2020 12:00:00 AM;14242;
1018;6/18/2020 12:00:00 AM;14186;
1019;6/17/2020 12:00:00 AM;14234;
1020;6/16/2020 12:00:00 AM;14155;
1021;6/15/2020 12:00:00 AM;14228;
1022;6/12/2020 12:00:00 AM;14257;
1023;6/11/2020 12:00:00 AM;14014;
1024;6/10/2020 12:00:00 AM;14083;
1025;6/9/2020 12:00:00 AM;13973;
1026;6/8/2020 12:00:00 AM;13956;
1027;6/5/2020 12:00:00 AM;14100;
1028;6/4/2020 12:00:00 AM;14165;
1029;6/3/2020 12:00:00 AM;14245;
1030;6/2/2020 12:00:00 AM;14502;
1031;5/29/2020 12:00:00 AM;14733;
1032;5/28/2020 12:00:00 AM;14769;
1033;5/27/2020 12:00:00 AM;14761;
1034;5/26/2020 12:00:00 AM;14774;
1035;5/20/2020 12:00:00 AM;14785;
1036;5/19/2020 12:00:00 AM;14823;
1037;5/18/2020 12:00:00 AM;14885;
1038;5/15/2020 12:00:00 AM;14909;
1039;5/14/2020 12:00:00 AM;14946;
1040;5/13/2020 12:00:00 AM;14887;
1041;5/12/2020 12:00:00 AM;14978;
1042;5/11/2020 12:00:00 AM;14936;
1043;5/8/2020 12:00:00 AM;15009;
1044;5/6/2020 12:00:00 AM;15127;
1045;5/5/2020 12:00:00 AM;15104;
1046;5/4/2020 12:00:00 AM;15073;
1047;4/30/2020 12:00:00 AM;15157;
1048;4/29/2020 12:00:00 AM;15415;
1049;4/28/2020 12:00:00 AM;15488;
1050;4/27/2020 12:00:00 AM;15591;
1051;4/24/2020 12:00:00 AM;15553;
1052;4/23/2020 12:00:00 AM;15630;
1053;4/22/2020 12:00:00 AM;15567;
1054;4/21/2020 12:00:00 AM;15643;
1055;4/20/2020 12:00:00 AM;15543;
1056;4/17/2020 12:00:00 AM;15503;
1057;4/16/2020 12:00:00 AM;15787;
1058;4/15/2020 12:00:00 AM;15707;
1059;4/14/2020 12:00:00 AM;15722;
1060;4/13/2020 12:00:00 AM;15840;
1061;4/9/2020 12:00:00 AM;16241;
1062;4/8/2020 12:00:00 AM;16245;
1063;4/7/2020 12:00:00 AM;16410;
1064;4/6/2020 12:00:00 AM;16556;
1065;4/3/2020 12:00:00 AM;16464;
1066;4/2/2020 12:00:00 AM;16741;
1067;4/1/2020 12:00:00 AM;16413;
1068;3/31/2020 12:00:00 AM;16367;
1069;3/30/2020 12:00:00 AM;16336;
1070;3/27/2020 12:00:00 AM;16230;
1071;3/26/2020 12:00:00 AM;16328;
1072;3/24/2020 12:00:00 AM;16486;
1073;3/23/2020 12:00:00 AM;16608;
1074;3/20/2020 12:00:00 AM;16273;
1075;3/19/2020 12:00:00 AM;15712;
1076;3/18/2020 12:00:00 AM;15223;
1077;3/17/2020 12:00:00 AM;15083;
1078;3/16/2020 12:00:00 AM;14818;
1079;3/13/2020 12:00:00 AM;14815;
1080;3/12/2020 12:00:00 AM;14490;
1081;3/11/2020 12:00:00 AM;14323;
1082;3/10/2020 12:00:00 AM;14411;
1083;3/9/2020 12:00:00 AM;14342;
1084;3/6/2020 12:00:00 AM;14267;
1085;3/5/2020 12:00:00 AM;14168;
1086;3/4/2020 12:00:00 AM;14171;
1087;3/3/2020 12:00:00 AM;14222;
1088;3/2/2020 12:00:00 AM;14413;
1089;2/28/2020 12:00:00 AM;14234;
1090;2/27/2020 12:00:00 AM;14018;
1091;2/26/2020 12:00:00 AM;13966;
1092;2/25/2020 12:00:00 AM;13893;
1093;2/24/2020 12:00:00 AM;13863;
1094;2/21/2020 12:00:00 AM;13777;
1095;2/20/2020 12:00:00 AM;13735;
1096;2/19/2020 12:00:00 AM;13717;
1097;2/18/2020 12:00:00 AM;13676;
1098;2/17/2020 12:00:00 AM;13693;
1099;2/14/2020 12:00:00 AM;13707;
1100;2/13/2020 12:00:00 AM;13679;
1101;2/12/2020 12:00:00 AM;13659;
1102;2/11/2020 12:00:00 AM;13686;
1103;2/10/2020 12:00:00 AM;13708;
1104;2/7/2020 12:00:00 AM;13647;
1105;2/6/2020 12:00:00 AM;13662;
1106;2/5/2020 12:00:00 AM;13717;
1107;2/4/2020 12:00:00 AM;13760;
1108;2/3/2020 12:00:00 AM;13726;
1109;1/31/2020 12:00:00 AM;13662;
1110;1/30/2020 12:00:00 AM;13652;
1111;1/29/2020 12:00:00 AM;13634;
1112;1/28/2020 12:00:00 AM;13647;
1113;1/27/2020 12:00:00 AM;13612;
1114;1/24/2020 12:00:00 AM;13632;
1115;1/23/2020 12:00:00 AM;13626;
1116;1/22/2020 12:00:00 AM;13678;
1117;1/21/2020 12:00:00 AM;13658;
1118;1/20/2020 12:00:00 AM;13654;
1119;1/17/2020 12:00:00 AM;13648;
1120;1/16/2020 12:00:00 AM;13658;
1121;1/15/2020 12:00:00 AM;13706;
1122;1/14/2020 12:00:00 AM;13654;
1123;1/13/2020 12:00:00 AM;13708;
1124;1/10/2020 12:00:00 AM;13812;
1125;1/9/2020 12:00:00 AM;13860;
1126;1/8/2020 12:00:00 AM;13934;
1127;1/7/2020 12:00:00 AM;13919;
1128;1/6/2020 12:00:00 AM;13961;
1129;1/3/2020 12:00:00 AM;13899;
1130;1/2/2020 12:00:00 AM;13895;
1131;12/31/2019 12:00:00 AM;13901;
1132;12/30/2019 12:00:00 AM;13945;
1133;12/27/2019 12:00:00 AM;13956;
1134;12/26/2019 12:00:00 AM;13982;
1135;12/23/2019 12:00:00 AM;13978;
1136;12/20/2019 12:00:00 AM;13993;
1137;12/19/2019 12:00:00 AM;13983;
1138;12/18/2019 12:00:00 AM;14007;
1139;12/17/2019 12:00:00 AM;14018;
1140;12/16/2019 12:00:00 AM;14004;
1141;12/13/2019 12:00:00 AM;13982;
1142;12/12/2019 12:00:00 AM;14042;
1143;12/11/2019 12:00:00 AM;14025;
1144;12/10/2019 12:00:00 AM;14004;
1145;12/9/2019 12:00:00 AM;14021;
1146;12/6/2019 12:00:00 AM;14037;
1147;12/5/2019 12:00:00 AM;14094;
1148;12/4/2019 12:00:00 AM;14125;
1149;12/3/2019 12:00:00 AM;14130;
1150;12/2/2019 12:00:00 AM;14122;
1151;11/29/2019 12:00:00 AM;14102;
1152;11/28/2019 12:00:00 AM;14099;
1153;11/27/2019 12:00:00 AM;14096;
1154;11/26/2019 12:00:00 AM;14081;
1155;11/25/2019 12:00:00 AM;14091;
1156;11/22/2019 12:00:00 AM;14100;
1157;11/21/2019 12:00:00 AM;14112;
1158;11/20/2019 12:00:00 AM;14097;
1159;11/19/2019 12:00:00 AM;14091;
1160;11/18/2019 12:00:00 AM;14075;
1161;11/15/2019 12:00:00 AM;14069;
1162;11/14/2019 12:00:00 AM;14098;
1163;11/13/2019 12:00:00 AM;14082;
1164;11/12/2019 12:00:00 AM;14059;
1165;11/11/2019 12:00:00 AM;14040;
1166;11/8/2019 12:00:00 AM;14020;
1167;11/7/2019 12:00:00 AM;14040;
1168;11/6/2019 12:00:00 AM;13992;
1169;11/5/2019 12:00:00 AM;14031;
1170;11/4/2019 12:00:00 AM;14002;
1171;11/1/2019 12:00:00 AM;14066;
1172;10/31/2019 12:00:00 AM;14008;
1173;10/30/2019 12:00:00 AM;14044;
1174;10/29/2019 12:00:00 AM;14028;
1175;10/28/2019 12:00:00 AM;14023;
1176;10/25/2019 12:00:00 AM;14064;
1177;10/24/2019 12:00:00 AM;13996;
1178;10/23/2019 12:00:00 AM;14051;
1179;10/22/2019 12:00:00 AM;14058;
1180;10/21/2019 12:00:00 AM;14132;
1181;10/18/2019 12:00:00 AM;14140;
1182;10/17/2019 12:00:00 AM;14172;
1183;10/16/2019 12:00:00 AM;14187;
1184;10/15/2019 12:00:00 AM;14140;
1185;10/14/2019 12:00:00 AM;14126;
1186;10/11/2019 12:00:00 AM;14139;
1187;10/10/2019 12:00:00 AM;14157;
1188;10/9/2019 12:00:00 AM;14182;
1189;10/8/2019 12:00:00 AM;14170;
1190;10/7/2019 12:00:00 AM;14156;
1191;10/4/2019 12:00:00 AM;14135;
1192;10/3/2019 12:00:00 AM;14193;
1193;10/2/2019 12:00:00 AM;14207;
1194;10/1/2019 12:00:00 AM;14196;
1195;9/30/2019 12:00:00 AM;14174;
1196;9/27/2019 12:00:00 AM;14197;
1197;9/26/2019 12:00:00 AM;14162;
1198;9/25/2019 12:00:00 AM;14134;
1199;9/24/2019 12:00:00 AM;14099;
1200;9/23/2019 12:00:00 AM;14077;
1201;9/20/2019 12:00:00 AM;14085;
1202;9/19/2019 12:00:00 AM;14099;
1203;9/18/2019 12:00:00 AM;14080;
1204;9/17/2019 12:00:00 AM;14100;
1205;9/16/2019 12:00:00 AM;14020;
1206;9/13/2019 12:00:00 AM;13950;
1207;9/12/2019 12:00:00 AM;14052;
1208;9/11/2019 12:00:00 AM;14063;
1209;9/10/2019 12:00:00 AM;14031;
1210;9/9/2019 12:00:00 AM;14092;
1211;9/6/2019 12:00:00 AM;14140;
1212;9/5/2019 12:00:00 AM;14153;
1213;9/4/2019 12:00:00 AM;14218;
1214;9/3/2019 12:00:00 AM;14217;
1215;9/2/2019 12:00:00 AM;14190;
1216;8/30/2019 12:00:00 AM;14237;
1217;8/29/2019 12:00:00 AM;14254;
1218;8/28/2019 12:00:00 AM;14263;
1219;8/27/2019 12:00:00 AM;14235;
1220;8/26/2019 12:00:00 AM;14261;
1221;8/23/2019 12:00:00 AM;14249;
1222;8/22/2019 12:00:00 AM;14234;
1223;8/21/2019 12:00:00 AM;14259;
1224;8/20/2019 12:00:00 AM;14262;
1225;8/19/2019 12:00:00 AM;14203;
1226;8/16/2019 12:00:00 AM;14258;
1227;8/15/2019 12:00:00 AM;14296;
1228;8/14/2019 12:00:00 AM;14234;
1229;8/13/2019 12:00:00 AM;14283;
1230;8/12/2019 12:00:00 AM;14220;
1231;8/9/2019 12:00:00 AM;14195;
1232;8/8/2019 12:00:00 AM;14231;
1233;8/7/2019 12:00:00 AM;14275;
1234;8/6/2019 12:00:00 AM;14344;
1235;8/5/2019 12:00:00 AM;14231;
1236;8/2/2019 12:00:00 AM;14203;
1237;8/1/2019 12:00:00 AM;14098;
1238;7/31/2019 12:00:00 AM;14026;
1239;7/30/2019 12:00:00 AM;14034;
1240;7/29/2019 12:00:00 AM;14010;
1241;7/26/2019 12:00:00 AM;14001;
1242;7/25/2019 12:00:00 AM;13986;
1243;7/24/2019 12:00:00 AM;14011;
1244;7/23/2019 12:00:00 AM;13973;
1245;7/22/2019 12:00:00 AM;13963;
1246;7/19/2019 12:00:00 AM;13913;
1247;7/18/2019 12:00:00 AM;13976;
1248;7/17/2019 12:00:00 AM;13949;
1249;7/16/2019 12:00:00 AM;13925;
1250;7/15/2019 12:00:00 AM;13970;
1251;7/12/2019 12:00:00 AM;14085;
1252;7/11/2019 12:00:00 AM;14089;
1253;7/10/2019 12:00:00 AM;14152;
1254;7/9/2019 12:00:00 AM;14129;
1255;7/8/2019 12:00:00 AM;14147;
1256;7/5/2019 12:00:00 AM;14148;
