Date,Open,High,Low,Close,Adj Close,Volume
Jul 05, 2022,36.76,36.87,33.27,35.4,35.4,1569156882
Jul 06, 2022,35.4,37.48,34.89,37.07,37.07,1410588451
Jul 07, 2022,37.08,39.12,36.5,38.52,38.52,1189167903
Jul 08, 2022,38.52,39.35,36.56,38.29,38.29,1485794730
Jul 09, 2022,38.29,38.79,37.87,38.07,38.07,789899204
Jul 10, 2022,38.07,38.07,36.39,36.7,36.7,714119421
Jul 11, 2022,36.69,36.69,33.34,33.46,33.46,930216020
Jul 12, 2022,33.47,34.5,32.76,32.76,32.76,916386230
Jul 13, 2022,32.75,34.94,31.96,34.91,34.91,1313110217
Jul 14, 2022,34.91,37.22,33.69,37.11,37.11,1320137563
Jul 15, 2022,37.11,38.85,36.65,37.42,37.42,1266226950
Jul 16, 2022,37.41,40.08,36.4,39.57,39.57,1149921714
Jul 17, 2022,39.58,40.97,38.55,38.64,38.64,1119935904
Jul 18, 2022,38.65,43.75,38.61,43.75,43.75,1793335611
Jul 19, 2022,43.67,47.1,42.72,44.9,44.9,2530289999
Jul 20, 2022,44.9,46.1,41.64,42.09,42.09,2020822242
Jul 21, 2022,42.09,43.92,39.82,43.19,43.19,1926399176
Jul 22, 2022,43.19,44.22,40.14,40.62,40.62,1523873136
Jul 23, 2022,40.59,41.83,38.71,40.04,40.04,1151436691
Jul 24, 2022,40.04,42.02,39.61,41.01,41.01,1115260733
Jul 25, 2022,41.01,41.05,36.71,36.71,36.71,1465847128
Jul 26, 2022,36.72,36.72,34.82,36.19,36.19,1362323126
Jul 27, 2022,36.2,40.39,35.76,40.31,40.31,1829226049
Jul 28, 2022,40.3,44.07,39.13,42.85,42.85,2454901807
Jul 29, 2022,42.88,44.23,41.28,41.93,41.93,2066610408
Jul 30, 2022,41.92,46.48,41.62,43.76,43.76,1980341418
Jul 31, 2022,43.76,45.05,42.35,42.4,42.4,1356657075
Aug 01, 2022,42.4,43.12,40.74,41.79,41.79,1082119921
Aug 02, 2022,41.77,42.33,39.75,39.75,39.75,1205226999
Aug 03, 2022,39.75,40.73,37.89,38.54,38.54,2312325350
Aug 04, 2022,38.54,39.68,38.04,38.83,38.83,1235137178
Aug 05, 2022,38.82,41.17,38.8,40.56,40.56,1198859111
Aug 06, 2022,40.56,40.85,39.95,40.06,40.06,650997770
Aug 07, 2022,40.06,41.49,39.34,40.61,40.61,614104051
Aug 08, 2022,40.61,43.54,40.6,42.17,42.17,1117550363
Aug 09, 2022,42.18,42.7,39.94,40.37,40.37,895263875
Aug 10, 2022,40.37,42.61,39.26,42.37,42.37,1389333742
Aug 11, 2022,42.37,45.12,42.37,42.82,42.82,1735349568
Aug 12, 2022,42.82,45.38,42.23,45.33,45.33,1128246063
Aug 13, 2022,45.34,48.18,45.34,46.49,46.49,1416039040
Aug 14, 2022,46.51,47.96,44.69,44.92,44.92,1061034922
Aug 15, 2022,44.92,47.13,42.91,43.82,43.82,1364253429
Aug 16, 2022,43.81,44.19,42.78,43.16,43.16,1131452045
Aug 17, 2022,43.15,44.63,40.29,40.4,40.4,1336772691
Aug 18, 2022,40.43,41.61,39.53,39.55,39.55,885648540
Aug 19, 2022,39.54,39.54,35.76,35.89,35.89,1821467945
Aug 20, 2022,35.88,37.22,34.36,35.27,35.27,1203622743
Aug 21, 2022,35.26,36.98,34.78,36.53,36.53,982071275
Aug 22, 2022,36.53,36.53,33.9,35.47,35.47,1139846770
Aug 23, 2022,35.48,36.05,34.31,35.65,35.65,854779221
Aug 24, 2022,35.65,36.29,34.43,34.96,34.96,946325778
Aug 25, 2022,34.96,36.42,34.93,35.32,35.32,828503624
Aug 26, 2022,35.31,35.58,31.5,31.73,31.73,1315871629
Aug 27, 2022,31.71,32.21,30.95,31.54,31.54,764882265
Aug 28, 2022,31.54,32.13,30.39,30.39,30.39,562501615
Aug 29, 2022,30.39,32.52,30.12,32.47,32.47,891913484
Aug 30, 2022,32.46,33.07,30.8,31.41,31.41,861409804
Aug 31, 2022,31.42,32.88,31.24,31.47,31.47,769308937
Sep 01, 2022,31.48,31.71,30.51,31.59,31.59,666487074
Sep 02, 2022,31.58,32.36,30.84,31.23,31.23,659575995
Sep 03, 2022,31.23,31.23,30.86,31.11,31.11,314531753
Sep 04, 2022,31.11,32.14,31.08,32.11,32.11,392954663
Sep 05, 2022,32.11,32.37,31.21,32.19,32.19,512588616
Sep 06, 2022,32.2,33.79,30.64,30.89,30.89,1196204019
Sep 07, 2022,30.88,32.9,30.49,32.71,32.71,779212909
Sep 08, 2022,32.71,33.8,32.1,33.61,33.61,978070646
Sep 09, 2022,33.61,35.8,33.61,34.74,34.74,1186140934
Sep 10, 2022,34.73,35.36,34.37,35.13,35.13,731145106
Sep 11, 2022,35.12,35.9,34.12,34.97,34.97,757216096
Sep 12, 2022,34.97,38.17,34.51,37.42,37.42,1701399970
Sep 13, 2022,37.42,38.87,32.87,33.43,33.43,1785181627
Sep 14, 2022,33.02,34.28,32.87,34.09,34.09,1003604224
Sep 15, 2022,34.09,34.72,32.72,33.05,33.05,1139377803
Sep 16, 2022,33.04,33.2,31.64,32.21,32.21,765952525
Sep 17, 2022,32.21,33.85,32.21,33.75,33.75,501302380
Sep 18, 2022,33.75,33.95,30.98,31.06,31.06,694870049
Sep 19, 2022,31.05,32.99,30.69,32.69,32.69,971182780
Sep 20, 2022,32.69,32.79,31.39,31.43,31.43,819978937
Sep 21, 2022,31.43,33.13,30.2,30.83,30.83,1193686258
Sep 22, 2022,30.82,32.81,30.64,32.41,32.41,833702543
Sep 23, 2022,32.41,33.91,31.36,33.68,33.68,982495447
Sep 24, 2022,33.68,34.7,33.27,33.46,33.46,872691785
Sep 25, 2022,33.46,33.99,32.01,32.34,32.34,610529879
Sep 26, 2022,32.34,33.88,31.96,33.88,33.88,936313674
Sep 27, 2022,33.88,35.24,32.27,32.75,32.75,1223724195
Sep 28, 2022,32.74,33.74,31.73,33.24,33.24,998520503
Sep 29, 2022,33.24,34.34,32.79,33.95,33.95,951223921
Sep 30, 2022,33.95,35.13,32.74,33.21,33.21,1210784941
Oct 01, 2022,33.22,33.23,32.47,32.47,32.47,572976679
Oct 02, 2022,32.47,33.0,32.0,32.06,32.06,532211084
Oct 03, 2022,32.06,33.2,31.95,32.97,32.97,633204077
Oct 04, 2022,32.96,34.34,32.88,34.12,34.12,717157069
Oct 05, 2022,34.12,34.31,33.28,34.07,34.07,655950188
Oct 06, 2022,34.07,34.46,33.33,33.34,33.34,712289836
Oct 07, 2022,33.34,33.73,32.55,33.0,33.0,649212486
Oct 08, 2022,33.0,33.04,32.45,32.58,32.58,367021196
Oct 09, 2022,32.58,33.1,32.48,32.91,32.91,405849928
Oct 10, 2022,32.91,33.34,31.97,31.97,31.97,640691958
Oct 11, 2022,31.97,31.97,30.58,30.78,30.78,733071932
Oct 12, 2022,30.78,31.46,30.73,31.17,31.17,490127096
Oct 13, 2022,31.16,31.18,28.2,30.54,30.54,1302451856
Oct 14, 2022,30.54,31.91,29.76,30.01,30.01,836283411
Oct 15, 2022,30.01,30.15,29.53,29.58,29.58,547825492
Oct 16, 2022,29.58,30.44,29.58,30.17,30.17,608389719
Oct 17, 2022,30.17,31.26,29.88,31.22,31.22,658840500
Oct 18, 2022,31.22,31.41,29.83,30.16,30.16,715092973
Oct 19, 2022,30.16,30.21,28.83,28.9,28.9,697269954
Oct 20, 2022,28.89,29.43,28.07,28.09,28.09,803871622
Oct 21, 2022,28.08,28.24,26.99,28.11,28.11,967208274
Oct 22, 2022,28.11,28.14,27.56,28.01,28.01,474234383
Oct 23, 2022,28.01,29.33,27.86,29.27,29.27,633157057
Oct 24, 2022,29.27,29.41,28.22,28.31,28.31,667625312
Oct 25, 2022,28.31,32.19,28.12,30.94,30.94,1336242036
Oct 26, 2022,30.93,31.84,30.77,31.28,31.28,1250974763
Oct 27, 2022,31.29,32.2,30.59,30.63,30.63,1275994871
Oct 28, 2022,30.63,32.45,30.19,32.11,32.11,1063403956
Oct 29, 2022,32.11,33.74,31.92,32.86,32.86,1165931963
Oct 30, 2022,32.86,33.48,32.06,32.97,32.97,731319297
Oct 31, 2022,32.96,34.31,32.29,32.61,32.61,1174404933
Nov 01, 2022,32.61,33.33,32.2,32.25,32.25,729292793
Nov 02, 2022,32.25,32.83,30.29,30.79,30.79,1166999748
Nov 03, 2022,30.79,32.14,30.68,30.84,30.84,832207929
Nov 04, 2022,30.84,34.1,30.73,33.78,33.78,1364403572
Nov 05, 2022,33.78,38.55,33.74,36.77,36.77,2470595904
Nov 06, 2022,36.77,36.9,32.55,32.68,32.68,1650006613
Nov 07, 2022,32.68,33.07,28.93,29.6,29.6,2545092967
Nov 08, 2022,29.6,31.06,21.78,24.15,24.15,6120104231
Nov 09, 2022,24.16,24.16,12.51,13.94,13.94,4647808136
Nov 10, 2022,13.99,18.68,13.41,17.68,17.68,4084381465
Nov 11, 2022,17.66,18.14,15.51,16.33,16.33,2191908978
Nov 12, 2022,16.34,16.41,14.54,14.54,14.54,866923655
Nov 13, 2022,14.54,14.66,13.12,13.16,13.16,880792311
Nov 14, 2022,13.17,14.89,12.25,14.0,14.0,1365413449
Nov 15, 2022,14.0,14.97,13.93,14.3,14.3,833458645
Nov 16, 2022,14.3,14.56,13.71,14.29,14.29,487495993
Nov 17, 2022,14.29,14.46,13.08,13.64,13.64,673219780
Nov 18, 2022,13.64,13.79,13.04,13.25,13.25,357193046
Nov 19, 2022,13.25,13.26,12.64,12.85,12.85,314294255
Nov 20, 2022,12.85,13.42,12.2,12.25,12.25,508411732
Nov 21, 2022,12.25,12.26,11.34,11.85,11.85,504498729
Nov 22, 2022,11.84,12.47,11.01,12.44,12.44,529418278
Nov 23, 2022,12.44,14.4,12.43,14.35,14.35,859905329
Nov 24, 2022,14.35,14.85,13.92,14.58,14.58,620159372
Nov 25, 2022,14.58,14.58,13.96,14.06,14.06,323667943
Nov 26, 2022,14.06,14.89,14.03,14.16,14.16,333271818
Nov 27, 2022,14.16,14.41,14.08,14.12,14.12,225035409
Nov 28, 2022,14.11,14.15,12.82,13.4,13.4,447463511
Nov 29, 2022,13.4,13.9,13.28,13.37,13.37,265372933
Nov 30, 2022,13.37,14.22,13.31,14.12,14.12,331594403
Dec 01, 2022,14.13,14.15,13.44,13.48,13.48,232200065
Dec 02, 2022,13.48,13.77,13.38,13.72,13.72,245049936
Dec 03, 2022,13.72,13.73,13.28,13.3,13.3,161314094
Dec 04, 2022,13.3,13.72,13.3,13.72,13.72,141802483
Dec 05, 2022,13.72,14.14,13.63,13.83,13.83,335440747
Dec 06, 2022,13.83,14.32,13.83,14.29,14.29,279979830
Dec 07, 2022,14.29,14.31,13.5,13.52,13.52,223134812
Dec 08, 2022,13.52,13.75,13.31,13.69,13.69,195918913
Dec 09, 2022,13.69,13.98,13.54,13.58,13.58,211833041
Dec 10, 2022,13.58,13.7,13.57,13.58,13.58,109293691
Dec 11, 2022,13.58,13.78,13.41,13.43,13.43,117436002
Dec 12, 2022,13.43,13.46,12.95,13.32,13.32,205298705
Dec 13, 2022,13.32,14.06,12.83,13.83,13.83,315949878
Dec 14, 2022,13.84,14.89,13.83,14.14,14.14,441479811
Dec 15, 2022,14.14,14.47,13.91,14.02,14.02,272679087
Dec 16, 2022,14.02,14.15,12.15,12.27,12.27,358747840
Dec 17, 2022,12.27,12.51,11.99,12.5,12.5,222801055
Dec 18, 2022,12.5,12.57,12.31,12.41,12.41,110722042
Dec 19, 2022,12.42,12.57,11.74,11.93,11.93,206060595
Dec 20, 2022,11.93,12.44,11.88,12.28,12.28,177388342
Dec 21, 2022,12.28,12.28,11.93,12.13,12.13,167974882
Dec 22, 2022,12.13,12.17,11.72,11.79,11.79,181200151
Dec 23, 2022,11.79,12.08,11.76,11.79,11.79,157181374
Dec 24, 2022,11.79,11.79,11.24,11.44,11.44,202780776
Dec 25, 2022,11.44,11.53,11.27,11.39,11.39,105389060
Dec 26, 2022,11.39,11.45,11.14,11.31,11.31,132410401
Dec 27, 2022,11.31,11.39,10.77,11.09,11.09,223332961
Dec 28, 2022,11.08,11.1,9.52,9.76,9.76,468728777
Dec 29, 2022,9.76,9.83,8.14,9.65,9.65,772500177
Dec 30, 2022,9.65,10.02,9.06,9.88,9.88,837030648
Dec 31, 2022,9.88,10.15,9.69,9.96,9.96,285758573
Jan 01, 2023,9.96,10.05,9.72,9.98,9.98,194221164
Jan 02, 2023,9.98,11.37,9.85,11.27,11.27,558570124
Jan 03, 2023,11.27,13.5,11.05,13.34,13.34,1149255381
Jan 04, 2023,13.35,14.1,12.92,13.44,13.44,1142852070
Jan 05, 2023,13.43,13.77,12.99,13.42,13.42,564255825
Jan 06, 2023,13.42,13.54,12.77,13.53,13.53,517147909
Jan 07, 2023,13.53,13.53,13.06,13.09,13.09,210349250
Jan 08, 2023,13.09,14.33,12.92,14.32,14.32,535020165
Jan 09, 2023,14.33,17.36,14.33,16.3,16.3,2029272608
Jan 10, 2023,16.3,16.64,15.71,16.2,16.2,833408341
Jan 11, 2023,16.2,16.45,15.37,16.36,16.36,630606082
Jan 12, 2023,16.79,16.81,15.74,16.62,16.62,884719784
Jan 13, 2023,16.62,18.51,16.38,18.29,18.29,1037251176
Jan 14, 2023,18.29,24.57,18.27,24.25,24.25,3399684035
Jan 15, 2023,24.26,24.65,22.12,22.87,22.87,1661787281
Jan 16, 2023,22.88,24.75,22.59,23.58,23.58,1596086615
Jan 17, 2023,23.58,23.8,22.88,22.88,22.88,926501252
Jan 18, 2023,22.89,23.48,20.69,20.85,20.85,1427677518
Jan 19, 2023,20.85,21.77,20.53,21.43,21.43,799641392
Jan 20, 2023,21.43,25.68,21.0,25.55,25.55,1419157455
Jan 21, 2023,25.55,26.41,24.61,24.63,24.63,1948796870
Jan 22, 2023,24.62,25.39,23.76,24.23,24.23,1029738787
Jan 23, 2023,24.23,24.89,23.97,24.36,24.36,874649827
Jan 24, 2023,24.35,25.17,22.65,22.8,22.8,837211317
Jan 25, 2023,22.8,25.22,22.4,24.57,24.57,1166026842
Jan 26, 2023,24.56,25.12,23.95,24.35,24.35,809826004
Jan 27, 2023,24.35,24.86,23.5,24.41,24.41,682926581
Jan 28, 2023,24.41,25.02,23.84,23.98,23.98,489857934
Jan 29, 2023,23.98,26.65,23.83,26.13,26.13,1131621628
Jan 30, 2023,26.14,26.25,23.49,23.95,23.95,1084170329
Jan 31, 2023,23.95,24.34,23.59,23.95,23.95,617019880
Feb 01, 2023,23.95,25.13,22.64,24.99,24.99,984317489
Feb 02, 2023,24.99,26.04,24.25,24.27,24.27,1017290364
Feb 03, 2023,24.26,25.0,24.12,24.68,24.68,643813200
Feb 04, 2023,24.68,24.89,24.32,24.32,24.32,321758043
Feb 05, 2023,24.32,24.43,23.12,23.49,23.49,578466008
Feb 06, 2023,23.49,23.69,22.6,22.71,22.71,449884793
Feb 07, 2023,22.7,23.9,22.61,23.86,23.86,625438600
Feb 08, 2023,23.86,24.15,22.88,23.19,23.19,534148944
Feb 09, 2023,23.2,23.28,20.2,20.45,20.45,797436250
Feb 10, 2023,20.45,21.12,19.84,20.13,20.13,654189930
Feb 11, 2023,20.13,20.86,20.12,20.83,20.83,267159267
Feb 12, 2023,20.83,22.26,20.65,21.49,21.49,532943787
Feb 13, 2023,21.49,21.53,19.87,20.79,20.79,693292656
Feb 14, 2023,20.78,22.25,20.71,21.82,21.82,865868623
Feb 15, 2023,21.82,23.9,21.5,23.88,23.88,747616299
Feb 16, 2023,23.88,24.03,22.26,22.29,22.29,885086333
Feb 17, 2023,22.28,23.49,22.15,23.17,23.17,580803415
Feb 18, 2023,23.17,23.76,22.97,23.48,23.48,370892073
Feb 19, 2023,23.48,25.52,23.27,24.84,24.84,993875671
Feb 20, 2023,24.85,26.93,24.34,26.18,26.18,1459545676
Feb 21, 2023,26.18,26.42,24.67,24.95,24.95,925847245
Feb 22, 2023,24.95,25.14,23.38,24.18,24.18,892548647
Feb 23, 2023,24.18,24.64,23.68,23.9,23.9,579213279
Feb 24, 2023,23.9,24.06,22.64,23.05,23.05,612377428
Feb 25, 2023,23.06,23.27,21.64,22.52,22.52,547286025
Feb 26, 2023,22.52,23.48,22.32,23.26,23.26,370371591
Feb 27, 2023,23.26,23.37,22.4,22.69,22.69,475987023
Feb 28, 2023,22.69,22.73,21.83,21.92,21.92,351065863
Mar 01, 2023,21.91,22.8,21.74,22.51,22.51,346532018
Mar 02, 2023,22.51,22.58,21.73,21.98,21.98,322545445
Mar 03, 2023,21.99,22.0,20.54,21.4,21.4,489228523
Mar 04, 2023,21.4,21.54,20.37,20.97,20.97,249364880
Mar 05, 2023,20.97,21.62,20.9,20.98,20.98,278729462
Mar 06, 2023,20.98,21.1,20.52,20.64,20.64,318022843
Mar 07, 2023,20.63,20.89,19.82,20.24,20.24,394901279
Mar 08, 2023,20.24,20.33,18.29,18.42,18.42,620543521
Mar 09, 2023,18.42,18.69,16.94,17.31,17.31,754162560
Mar 10, 2023,17.31,18.32,16.12,18.24,18.24,944032048
Mar 11, 2023,18.24,18.85,17.17,18.23,18.23,696894876
Mar 12, 2023,18.22,20.39,17.94,20.31,20.31,666940879
Mar 13, 2023,20.31,21.34,18.96,20.43,20.43,1161164364
Mar 14, 2023,20.43,22.11,19.91,20.93,20.93,1130224251
Mar 15, 2023,20.94,21.49,18.83,19.29,19.29,816614774
Mar 16, 2023,19.3,19.88,19.04,19.73,19.73,438673097
Mar 17, 2023,19.73,21.68,19.5,21.63,21.63,623518286
Mar 18, 2023,21.63,22.86,21.14,21.2,21.2,789771840
Mar 19, 2023,21.2,22.45,21.2,21.9,21.9,475166077
Mar 20, 2023,21.9,23.83,21.59,22.18,22.18,1147250538
Mar 21, 2023,22.18,23.22,21.64,22.62,22.62,745081556
Mar 22, 2023,22.61,23.07,21.15,21.48,21.48,851680842
Mar 23, 2023,21.48,22.7,21.22,22.22,22.22,555730954
Mar 24, 2023,22.21,22.26,20.36,20.68,20.68,547225198
Mar 25, 2023,20.68,20.95,20.18,20.45,20.45,272949711
Mar 26, 2023,20.44,21.13,20.35,20.98,20.98,226663968
Mar 27, 2023,20.98,20.98,19.51,19.92,19.92,359607077
Mar 28, 2023,19.92,20.76,19.67,20.47,20.47,347656506
Mar 29, 2023,20.47,21.51,20.46,21.11,21.11,378726667
Mar 30, 2023,21.11,21.59,20.23,20.55,20.55,472449267
Mar 31, 2023,20.55,21.44,20.16,21.17,21.17,352864960
Apr 01, 2023,21.17,21.31,20.86,20.98,20.98,209186327
Apr 02, 2023,21.09,21.29,20.32,20.54,20.54,229561591
Apr 03, 2023,20.54,20.93,20.02,20.44,20.44,437266506
Apr 04, 2023,20.44,21.24,20.35,20.92,20.92,305630170
Apr 05, 2023,20.92,21.32,20.67,20.97,20.97,324885702
Apr 06, 2023,20.97,20.97,20.51,20.61,20.61,222557225
Apr 07, 2023,20.61,20.77,20.27,20.47,20.47,171660856
Apr 08, 2023,20.47,20.71,19.95,20.04,20.04,194413927
Apr 09, 2023,20.04,20.42,19.96,20.3,20.3,152580905
Apr 10, 2023,20.3,20.94,20.12,20.88,20.88,224169192
Apr 11, 2023,20.88,23.64,20.86,23.02,23.02,1083533914
Apr 12, 2023,23.02,24.34,22.42,23.99,23.99,1204250258
Apr 13, 2023,23.81,25.24,23.7,24.43,24.43,792335438
Apr 14, 2023,24.44,25.46,23.82,24.77,24.77,859037933
Apr 15, 2023,24.77,24.77,23.87,24.08,24.08,379745930
Apr 16, 2023,24.08,25.45,23.95,25.36,25.36,466841333
Apr 17, 2023,25.36,25.94,24.41,24.56,24.56,789077237
Apr 18, 2023,24.56,25.42,24.1,24.85,24.85,487693856
Apr 19, 2023,24.85,24.94,22.27,22.71,22.71,836873906
Apr 20, 2023,22.7,23.12,21.66,22.18,22.18,658826580
Apr 21, 2023,22.18,22.38,21.13,21.28,21.28,489546774
Apr 22, 2023,21.28,21.95,21.11,21.82,21.82,246809009
Apr 23, 2023,21.82,22.22,21.07,21.48,21.48,314447869
Apr 24, 2023,21.48,21.95,21.08,21.39,21.39,358681450
Apr 25, 2023,21.39,21.94,20.78,21.93,21.93,367752382
Apr 26, 2023,21.93,22.92,20.57,21.28,21.28,690088236
Apr 27, 2023,21.28,22.48,21.23,22.34,22.34,509745191
Apr 28, 2023,22.34,23.46,22.21,23.37,23.37,511781472
Apr 29, 2023,23.37,23.75,22.99,23.18,23.18,369964075
Apr 30, 2023,23.18,23.93,22.83,22.83,22.83,368042267
May 01, 2023,22.83,22.88,21.64,21.99,21.99,438350469
May 02, 2023,21.99,22.37,21.77,22.26,22.26,296722866
May 03, 2023,22.27,22.27,21.28,22.22,22.22,445797367
May 04, 2023,22.22,22.44,21.65,21.73,21.73,291826693
May 05, 2023,21.73,23.03,21.71,22.83,22.83,423211212
May 06, 2023,22.83,23.22,21.73,21.97,21.97,351934449
May 07, 2023,21.97,22.74,21.81,21.84,21.84,303626005
May 08, 2023,21.81,21.81,20.26,20.66,20.66,553548056
May 09, 2023,20.66,20.96,20.46,20.68,20.68,272780907
May 10, 2023,20.68,21.3,20.17,20.95,20.95,490700208
May 11, 2023,20.96,20.96,19.86,20.23,20.23,376535594
May 12, 2023,20.23,20.93,19.86,20.91,20.91,362726295
May 13, 2023,20.92,21.25,20.82,20.87,20.87,224618367
May 14, 2023,20.87,21.24,20.67,20.95,20.95,184522451
May 15, 2023,20.95,21.49,20.65,21.01,21.01,307353987
May 16, 2023,21.01,21.12,20.48,20.68,20.68,279283146
May 17, 2023,20.68,21.17,20.5,21.07,21.07,279742763
May 18, 2023,21.07,21.07,20.17,20.35,20.35,293327002
May 19, 2023,20.35,20.56,20.31,20.35,20.35,149073606
May 20, 2023,20.35,20.36,20.15,20.29,20.29,121021517
May 21, 2023,20.29,20.38,19.51,19.61,19.61,210641913
May 22, 2023,19.61,19.98,19.38,19.54,19.54,216922971
May 23, 2023,19.54,20.15,19.45,20.04,20.04,258761187
May 24, 2023,20.04,20.06,18.91,19.22,19.22,297840141
May 25, 2023,19.22,19.53,18.89,19.26,19.26,194537149
May 26, 2023,19.26,19.54,19.12,19.37,19.37,140228468
May 27, 2023,19.37,20.5,19.35,20.43,20.43,179682882
May 28, 2023,20.43,21.15,20.34,20.8,20.8,291460886
May 29, 2023,20.8,20.97,20.3,20.59,20.59,228295637
May 30, 2023,20.59,21.38,20.52,21.25,21.25,367512387
May 31, 2023,21.26,21.32,20.47,20.82,20.82,246152341
Jun 01, 2023,20.82,20.97,20.46,20.5,20.5,209047110
Jun 02, 2023,20.5,21.36,20.38,21.26,21.26,237609887
Jun 03, 2023,21.26,21.34,21.02,21.16,21.16,144933830
Jun 04, 2023,21.16,22.28,21.06,21.82,21.82,317802167
Jun 05, 2023,21.82,22.04,19.42,20.08,20.08,594214946
Jun 06, 2023,20.06,20.68,19.32,20.4,20.4,441408235
Jun 07, 2023,20.4,20.49,18.55,18.63,18.63,390444801
Jun 08, 2023,18.64,19.08,18.29,18.91,18.91,258460307
Jun 09, 2023,18.91,19.3,17.16,17.38,17.38,463344687
Jun 10, 2023,17.38,17.39,13.38,15.66,15.66,1230339924
Jun 11, 2023,15.65,16.12,15.2,15.56,15.56,446176848
Jun 12, 2023,15.56,15.61,14.82,15.2,15.2,384209938
Jun 13, 2023,15.2,15.87,14.82,15.02,15.02,363876713
Jun 14, 2023,15.02,15.31,14.2,14.49,14.49,296502336
Jun 15, 2023,14.49,15.01,14.21,14.76,14.76,329864409
Jun 16, 2023,14.76,15.4,14.47,15.31,15.31,232544705
Jun 17, 2023,15.31,16.07,15.19,15.65,15.65,206436912
Jun 18, 2023,15.65,15.81,15.36,15.44,15.44,141612316
Jun 19, 2023,15.44,16.08,15.41,16.07,16.07,163949883
Jun 20, 2023,16.08,16.67,15.76,16.64,16.64,265787114
Jun 21, 2023,16.64,17.38,16.58,17.26,17.26,357788986
Jun 22, 2023,17.26,17.7,16.61,16.64,16.64,299233520
Jun 23, 2023,16.64,17.51,16.24,17.15,17.15,386994632
Jun 24, 2023,17.15,17.52,16.46,16.65,16.65,260480952
Jun 25, 2023,16.65,17.34,16.61,16.97,16.97,252839095
Jun 26, 2023,16.97,17.1,16.02,16.27,16.27,275948459
Jun 27, 2023,16.27,16.91,16.18,16.62,16.62,259041273
Jun 28, 2023,16.62,16.63,15.75,15.99,15.99,327399744
Jun 29, 2023,15.99,18.2,15.91,17.97,17.97,737633196
Jun 30, 2023,17.97,19.86,17.31,18.9,18.9,1120379648
Jul 01, 2023,18.9,18.97,17.95,18.68,18.68,349552752
Jul 02, 2023,18.69,19.7,18.58,19.45,19.45,497231250
Jul 03, 2023,19.45,19.61,18.94,19.24,19.24,324227812
Jul 04, 2023,19.24,19.88,19.1,19.14,19.14,345225951
Jul 05, 2023,19.15,19.36,18.5,18.99,18.99,260416081
Jul 06, 2023,18.99,20.92,18.89,19.73,19.73,903770571
Jul 07, 2023,19.73,21.6,19.32,21.48,21.48,988591308
Jul 08, 2023,21.49,22.4,21.36,21.86,21.86,693929963
Jul 09, 2023,21.85,22.32,21.09,21.35,21.35,405174806
Jul 10, 2023,21.35,21.78,20.57,21.31,21.31,543191863
Jul 11, 2023,21.31,22.29,21.24,22.09,22.09,453810523
Jul 12, 2023,22.09,22.71,21.83,21.98,21.98,541605988
Jul 13, 2023,21.98,26.62,21.49,26.03,26.03,1527996472
Jul 14, 2023,26.02,30.06,25.43,26.74,26.74,2184090884
Jul 15, 2023,26.73,29.06,26.69,27.39,27.39,1323279744
Jul 16, 2023,27.4,28.55,26.9,27.38,27.38,753056132
Jul 17, 2023,27.39,28.38,25.9,26.87,26.87,970813262
Jul 18, 2023,26.87,27.05,24.82,25.54,25.54,696782373
Jul 19, 2023,25.55,26.92,25.42,26.37,26.37,603189951
Jul 20, 2023,26.37,26.9,25.17,25.38,25.38,606255421
Jul 21, 2023,25.38,25.95,25.14,25.54,25.54,410907584
Jul 22, 2023,25.54,25.95,24.31,24.54,24.54,335432006
Jul 23, 2023,24.53,25.21,24.25,24.77,24.77,330741258
Jul 24, 2023,24.77,24.81,23.07,23.38,23.38,492344649
Jul 25, 2023,23.38,23.53,22.86,23.28,23.28,346742173
Jul 26, 2023,23.28,25.52,23.21,25.18,25.18,688135176
Jul 27, 2023,25.18,25.59,24.72,25.1,25.1,514211484
Jul 28, 2023,25.1,25.47,24.58,24.85,24.85,374045446
Jul 29, 2023,24.84,25.37,24.78,25.17,25.17,265061245
Jul 30, 2023,25.17,25.19,23.85,24.26,24.26,365262222
Jul 31, 2023,24.26,24.75,23.66,23.72,23.72,376948332
Aug 01, 2023,23.72,24.0,23.09,24.0,24.0,428254164
Aug 02, 2023,23.99,24.22,22.98,23.15,23.15,393185796
Aug 03, 2023,23.14,23.35,22.54,22.64,22.64,365983702
Aug 04, 2023,22.63,23.52,22.52,22.79,22.79,382245804
Aug 05, 2023,22.79,22.9,22.33,22.63,22.63,250613466
Aug 06, 2023,22.63,23.42,22.6,23.19,23.19,320595154
Aug 07, 2023,23.19,23.5,22.49,23.07,23.07,353804981
Aug 08, 2023,23.07,24.73,23.02,24.21,24.21,495649796
Aug 09, 2023,24.21,24.95,24.19,24.38,24.38,447009018
Aug 10, 2023,24.38,24.81,24.15,24.61,24.61,339616018
Aug 11, 2023,24.61,24.87,24.36,24.58,24.58,314045619
Aug 12, 2023,24.59,25.11,24.41,24.91,24.91,253389584
Aug 13, 2023,24.91,24.91,24.24,24.24,24.24,263449955
Aug 14, 2023,24.24,25.23,24.1,25.14,25.14,359715099
Aug 15, 2023,25.15,25.24,23.76,23.9,23.9,424193111
Aug 16, 2023,23.9,23.99,22.49,22.81,22.81,441171937
Aug 17, 2023,22.81,23.38,20.3,21.71,21.71,620931325
Aug 18, 2023,21.71,22.17,21.09,21.34,21.34,411279768
