NO,Tanggal,Kurs
1207,10/11/2019 12:00:00 AM,14139
1208,10/10/2019 12:00:00 AM,14157
1209,10/9/2019 12:00:00 AM,14182
1210,10/8/2019 12:00:00 AM,14170
1211,10/7/2019 12:00:00 AM,14156
1212,10/4/2019 12:00:00 AM,14135
1213,10/3/2019 12:00:00 AM,14193
1214,10/2/2019 12:00:00 AM,14207
1215,10/1/2019 12:00:00 AM,14196
1216,9/30/2019 12:00:00 AM,14174
1217,9/27/2019 12:00:00 AM,14197
1218,9/26/2019 12:00:00 AM,14162
1219,9/25/2019 12:00:00 AM,14134
1220,9/24/2019 12:00:00 AM,14099
1221,9/23/2019 12:00:00 AM,14077
1222,9/20/2019 12:00:00 AM,14085
1223,9/19/2019 12:00:00 AM,14099
1224,9/18/2019 12:00:00 AM,14080
1225,9/17/2019 12:00:00 AM,14100
1226,9/16/2019 12:00:00 AM,14020
1227,9/13/2019 12:00:00 AM,13950
1228,9/12/2019 12:00:00 AM,14052
1229,9/11/2019 12:00:00 AM,14063
1230,9/10/2019 12:00:00 AM,14031
1231,9/9/2019 12:00:00 AM,14092
1232,9/6/2019 12:00:00 AM,14140
1233,9/5/2019 12:00:00 AM,14153
1234,9/4/2019 12:00:00 AM,14218
1235,9/3/2019 12:00:00 AM,14217
1236,9/2/2019 12:00:00 AM,14190
1237,8/30/2019 12:00:00 AM,14237
1238,8/29/2019 12:00:00 AM,14254
1239,8/28/2019 12:00:00 AM,14263
1240,8/27/2019 12:00:00 AM,14235
1241,8/26/2019 12:00:00 AM,14261
1242,8/23/2019 12:00:00 AM,14249
1243,8/22/2019 12:00:00 AM,14234
1244,8/21/2019 12:00:00 AM,14259
1245,8/20/2019 12:00:00 AM,14262
1246,8/19/2019 12:00:00 AM,14203
1247,8/16/2019 12:00:00 AM,14258
1248,8/15/2019 12:00:00 AM,14296
1249,8/14/2019 12:00:00 AM,14234
1250,8/13/2019 12:00:00 AM,14283
1251,8/12/2019 12:00:00 AM,14220
1252,8/9/2019 12:00:00 AM,14195
1253,8/8/2019 12:00:00 AM,14231
1254,8/7/2019 12:00:00 AM,14275
1255,8/6/2019 12:00:00 AM,14344
1256,8/5/2019 12:00:00 AM,14231
1257,8/2/2019 12:00:00 AM,14203
1258,8/1/2019 12:00:00 AM,14098
1259,7/31/2019 12:00:00 AM,14026
1260,7/30/2019 12:00:00 AM,14034
1261,7/29/2019 12:00:00 AM,14010
1262,7/26/2019 12:00:00 AM,14001
1263,7/25/2019 12:00:00 AM,13986
1264,7/24/2019 12:00:00 AM,14011
1265,7/23/2019 12:00:00 AM,13973
1266,7/22/2019 12:00:00 AM,13963
1267,7/19/2019 12:00:00 AM,13913
1268,7/18/2019 12:00:00 AM,13976
1269,7/17/2019 12:00:00 AM,13949
1270,7/16/2019 12:00:00 AM,13925
1271,7/15/2019 12:00:00 AM,13970
1272,7/12/2019 12:00:00 AM,14085
1273,7/11/2019 12:00:00 AM,14089
1274,7/10/2019 12:00:00 AM,14152
1275,7/9/2019 12:00:00 AM,14129
1276,7/8/2019 12:00:00 AM,14147
1277,7/5/2019 12:00:00 AM,14148
1278,7/4/2019 12:00:00 AM,14106
1279,7/3/2019 12:00:00 AM,14160
1280,7/2/2019 12:00:00 AM,14140
1281,7/1/2019 12:00:00 AM,14117
1282,6/28/2019 12:00:00 AM,14141
1283,6/27/2019 12:00:00 AM,14180
1284,6/26/2019 12:00:00 AM,14174
1285,6/25/2019 12:00:00 AM,14138
1286,6/24/2019 12:00:00 AM,14165
1287,6/21/2019 12:00:00 AM,14116
1288,6/20/2019 12:00:00 AM,14236
1289,6/19/2019 12:00:00 AM,14271
1290,6/18/2019 12:00:00 AM,14334
1291,6/17/2019 12:00:00 AM,14346
1292,6/14/2019 12:00:00 AM,14304
1293,6/13/2019 12:00:00 AM,14270
1294,6/12/2019 12:00:00 AM,14234
1295,6/11/2019 12:00:00 AM,14258
1296,6/10/2019 12:00:00 AM,14231
1297,5/31/2019 12:00:00 AM,14385
1298,5/29/2019 12:00:00 AM,14417
1299,5/28/2019 12:00:00 AM,14380
1300,5/27/2019 12:00:00 AM,14360
1301,5/24/2019 12:00:00 AM,14451
1302,5/23/2019 12:00:00 AM,14513
1303,5/22/2019 12:00:00 AM,14488
1304,5/21/2019 12:00:00 AM,14462
1305,5/20/2019 12:00:00 AM,14478
1306,5/17/2019 12:00:00 AM,14469
1307,5/16/2019 12:00:00 AM,14458
1308,5/15/2019 12:00:00 AM,14448
1309,5/14/2019 12:00:00 AM,14444
1310,5/13/2019 12:00:00 AM,14362
1311,5/10/2019 12:00:00 AM,14347
1312,5/9/2019 12:00:00 AM,14338
1313,5/8/2019 12:00:00 AM,14305
1314,5/7/2019 12:00:00 AM,14309
1315,5/6/2019 12:00:00 AM,14308
1316,5/3/2019 12:00:00 AM,14282
1317,5/2/2019 12:00:00 AM,14245
1318,4/30/2019 12:00:00 AM,14215
1319,4/29/2019 12:00:00 AM,14188
1320,4/26/2019 12:00:00 AM,14188
1321,4/25/2019 12:00:00 AM,14154
1322,4/24/2019 12:00:00 AM,14112
1323,4/23/2019 12:00:00 AM,14080
1324,4/22/2019 12:00:00 AM,14056
1325,4/18/2019 12:00:00 AM,14016
1326,4/16/2019 12:00:00 AM,14066
1327,4/15/2019 12:00:00 AM,14067
1328,4/12/2019 12:00:00 AM,14153
1329,4/11/2019 12:00:00 AM,14156
1330,4/10/2019 12:00:00 AM,14155
1331,4/9/2019 12:00:00 AM,14150
1332,4/8/2019 12:00:00 AM,14145
1333,4/5/2019 12:00:00 AM,14158
1334,4/4/2019 12:00:00 AM,14182
1335,4/2/2019 12:00:00 AM,14237
1336,4/1/2019 12:00:00 AM,14231
1337,3/29/2019 12:00:00 AM,14244
1338,3/28/2019 12:00:00 AM,14255
1339,3/27/2019 12:00:00 AM,14202
1340,3/26/2019 12:00:00 AM,14171
1341,3/25/2019 12:00:00 AM,14223
1342,3/22/2019 12:00:00 AM,14157
1343,3/21/2019 12:00:00 AM,14102
1344,3/20/2019 12:00:00 AM,14231
1345,3/19/2019 12:00:00 AM,14228
1346,3/18/2019 12:00:00 AM,14242
1347,3/15/2019 12:00:00 AM,14310
1348,3/14/2019 12:00:00 AM,14253
1349,3/13/2019 12:00:00 AM,14269
1350,3/12/2019 12:00:00 AM,14251
1351,3/11/2019 12:00:00 AM,14324
1352,3/8/2019 12:00:00 AM,14223
1353,3/6/2019 12:00:00 AM,14129
1354,3/5/2019 12:00:00 AM,14146
1355,3/4/2019 12:00:00 AM,14149
1356,3/1/2019 12:00:00 AM,14111
1357,2/28/2019 12:00:00 AM,14062
1358,2/27/2019 12:00:00 AM,14004
1359,2/26/2019 12:00:00 AM,13990
1360,2/25/2019 12:00:00 AM,14007
1361,2/22/2019 12:00:00 AM,14079
1362,2/21/2019 12:00:00 AM,14057
1363,2/20/2019 12:00:00 AM,14055
1364,2/19/2019 12:00:00 AM,14119
1365,2/18/2019 12:00:00 AM,14106
1366,2/15/2019 12:00:00 AM,14116
1367,2/14/2019 12:00:00 AM,14093
1368,2/13/2019 12:00:00 AM,14027
1369,2/12/2019 12:00:00 AM,14088
1370,2/11/2019 12:00:00 AM,13995
1371,2/8/2019 12:00:00 AM,13992
1372,2/7/2019 12:00:00 AM,13978
1373,2/6/2019 12:00:00 AM,13947
1374,2/4/2019 12:00:00 AM,13976
1375,2/1/2019 12:00:00 AM,13978
1376,1/31/2019 12:00:00 AM,14072
1377,1/30/2019 12:00:00 AM,14112
1378,1/29/2019 12:00:00 AM,14098
1379,1/28/2019 12:00:00 AM,14038
1380,1/25/2019 12:00:00 AM,14163
1381,1/24/2019 12:00:00 AM,14141
1382,1/23/2019 12:00:00 AM,14188
1383,1/22/2019 12:00:00 AM,14221
1384,1/21/2019 12:00:00 AM,14212
1385,1/18/2019 12:00:00 AM,14182
1386,1/17/2019 12:00:00 AM,14158
1387,1/16/2019 12:00:00 AM,14154
1388,1/15/2019 12:00:00 AM,14084
1389,1/14/2019 12:00:00 AM,14052
1390,1/11/2019 12:00:00 AM,14076
1391,1/10/2019 12:00:00 AM,14093
1392,1/9/2019 12:00:00 AM,14120
1393,1/8/2019 12:00:00 AM,14031
1394,1/7/2019 12:00:00 AM,14105
1395,1/4/2019 12:00:00 AM,14350
1396,1/3/2019 12:00:00 AM,14474
1397,1/2/2019 12:00:00 AM,14465
