Kurs Jual,Kurs Beli,Tanggal
13103.43,12970.7,2021-13-08
13098.85,12966.17,2021-12-08
13117.18,12983.13,2021-10-08
13154.35,13019.91,2021-09-08
13154.8,13019.15,2021-06-08
13185.22,13050.43,2021-05-08
13225.04,13091.05,2021-04-08
13249.69,13116.65,2021-03-08
13273.34,13140.07,2021-02-08
13261.21,13126.87,2021-30-07
13254.33,13121.26,2021-29-07
13231.67,13098.82,2021-28-07
13214.61,13079.57,2021-27-07
13191.08,13056.28,2021-26-07
13226.18,13091.01,2021-23-07
13289.81,13153.99,2021-22-07
13303.52,13167.54,2021-21-07
13256.03,13120.56,2021-19-07
13283.08,13147.31,2021-16-07
13181.42,13046.72,2021-15-07
13194.15,13059.32,2021-14-07
13222.92,13090.16,2021-13-07
13281.92,13146.18,2021-12-07
13309.73,13173.7,2021-09-07
13161.58,13025.91,2021-08-07
13124.24,12990.13,2021-07-07
13123.9,12992.15,2021-06-07
13130.73,12998.91,2021-05-07
13116.43,12984.75,2021-02-07
13230.77,13097.94,2021-01-07
13172.22,13038.8,2021-30-06
13138.54,13004.28,2021-29-06
13112.29,12978.3,2021-28-06
13109.33,12976.54,2021-25-06
13100.89,12967.03,2021-24-06
13118.31,12984.25,2021-23-06
13214.4,13079.35,2021-22-06
13142.38,13010.43,2021-21-06
13059.1,12927.99,2021-18-06
13034.01,12900.8,2021-17-06
12999.65,12866.8,2021-16-06
13036.4,12905.51,2021-15-06
13034.81,12901.58,2021-14-06
13073.17,12940.73,2021-11-06
13092.17,12960.72,2021-10-06
13092.17,12960.72,2021-09-06
13112.42,12978.38,2021-08-06
13061.81,12929.49,2021-07-06
13087.25,12955.85,2021-04-06
13060.88,12929.75,2021-03-06
13098.18,12966.66,2021-02-06
13091.99,12958.18,2021-01-06
13091.99,12958.18,2021-31-05
13174.17,13039.5,2021-28-05
13251.18,13115.71,2021-27-05
13251.75,13116.28,2021-26-05
13251.75,13116.28,2021-25-05
13300.39,13164.41,2021-24-05
13283.13,13147.33,2021-21-05
13188.38,13053.57,2021-20-05
13200.61,13065.66,2021-19-05
13145.99,13013.99,2021-18-05
13119.5,12986.57,2021-17-05
13117.29,12983.19,2021-14-05
13117.29,12983.19,2021-13-05
13117.29,12983.19,2021-12-05
13117.29,12983.19,2021-11-05
13157.82,13025.71,2021-10-05
13217.19,13083.28,2021-07-05
13270.42,13137.17,2021-06-05
13255.79,13122.69,2021-05-05
13262.19,13129.03,2021-04-05
13338.17,13204.24,2021-03-05
13343.43,13209.45,2021-30-04
13388.31,13253.88,2021-29-04
13447.93,13312.89,2021-28-04
13521.64,13383.36,2021-27-04
13550.27,13411.71,2021-26-04
13517.22,13381.48,2021-23-04
13512.38,13376.7,2021-22-04
13443.24,13308.25,2021-21-04
13546.3,13406.55,2021-20-04
13472.63,13337.35,2021-19-04
13533.68,13397.78,2021-16-04
13498.09,13360.1,2021-15-04
13463.73,13328.54,2021-14-04
13433.36,13298.48,2021-13-04
13359.68,13225.54,2021-12-04
13388.98,13252.12,2021-09-04
13277.72,13144.4,2021-08-04
13215.83,13083.15,2021-07-04
13207.04,13074.45,2021-06-04
13230.66,13097.82,2021-05-04
13238.65,13103.37,2021-02-04
13238.65,13103.37,2021-01-04
13234.1,13098.87,2021-31-03
13243.62,13108.26,2021-30-03
13246.43,13111.04,2021-29-03
13293.87,13159.18,2021-26-03
13345.87,13209.44,2021-25-03
13390.43,13253.53,2021-24-03
13328.22,13194.39,2021-23-03
13348.29,13214.26,2021-22-03
13344.69,13210.69,2021-19-03
13283.25,13145.05,2021-18-03
13318.03,13184.3,2021-17-03
13277.27,13141.54,2021-16-03
13275.39,13139.69,2021-15-03
13284.46,13149.85,2021-12-03
13323.32,13187.12,2021-11-03
13323.32,13187.12,2021-10-03
13317.77,13184.05,2021-09-03
13343.74,13209.75,2021-08-03
13380.45,13244.86,2021-05-03
13420.34,13285.56,2021-04-03
13484.67,13346.74,2021-03-03
13460.53,13325.35,2021-02-03
13475.39,13337.55,2021-01-03
13497.07,13361.51,2021-26-02
13372.19,13236.63,2021-25-02
13430.19,13295.3,2021-24-02
13529.62,13391.17,2021-23-02
13412.05,13274.83,2021-22-02
13392.08,13255.06,2021-19-02
13355.99,13221.84,2021-18-02
13297.88,13164.32,2021-17-02
13209.91,13077.23,2021-16-02
13348.31,13214.24,2021-15-02
13461.82,13325.32,2021-12-02
13461.82,13325.32,2021-11-02
13434.26,13299.31,2021-10-02
13400,13265.4,2021-09-02
13336.49,13202.54,2021-08-02
13394.28,13257.24,2021-05-02
13428.06,13290.65,2021-04-02
13423.95,13289.11,2021-03-02
13456.21,13321.05,2021-02-02
13478.71,13342.05,2021-01-02
13551.38,13412.69,2021-29-01
13605.91,13467.94,2021-28-01
13657.5,13517.69,2021-27-01
13651.33,13514.19,2021-26-01
13638.25,13498.64,2021-25-01
13641.37,13503.02,2021-22-01
13625.49,13486.01,2021-21-01
13621.79,13484.95,2021-20-01
13626.36,13489.48,2021-19-01
13641.57,13504.53,2021-18-01
13626,13489.12,2021-15-01
13629.43,13489.93,2021-14-01
13692.11,13551.95,2021-13-01
13716.47,13577.38,2021-12-01
13658.93,13521.73,2021-11-01
13603.21,13466.55,2021-08-01
13575.97,13436.98,2021-07-01
13615.75,13477.65,2021-06-01
13590.7,13451.56,2021-05-01
13565.55,13426.66,2021-04-01
13716.04,13578.25,2020-31-12
13716.04,13578.25,2020-30-12
13727.8,13589.9,2020-29-12
13766.22,13625.29,2020-28-12
13862.67,13720.76,2020-25-12
13862.67,13720.76,2020-24-12
13862.67,13720.76,2020-23-12
13823.25,13683.05,2020-22-12
13790.3,13650.45,2020-21-12
13763.9,13625.62,2020-18-12
13764.41,13626.13,2020-17-12
13726.24,13587.04,2020-16-12
13687.52,13548.72,2020-15-12
13681.53,13544.09,2020-14-12
13628.72,13491.82,2020-11-12
13611.28,13473.26,2020-10-12
13682.06,13544.62,2020-09-12
13682.06,13544.62,2020-08-12
13663.25,13526,2020-07-12
13729.8,13586.65,2020-04-12
13638.26,13501.26,2020-03-12
13637.5,13500.51,2020-02-12
13654.9,13517.74,2020-01-12
13670.94,13531,2020-30-11
13662.4,13522.56,2020-27-11
13612.59,13470.68,2020-26-11
13621.44,13482.03,2020-25-11
13646.08,13509.01,2020-24-11
13720.31,13582.48,2020-23-11
13765.06,13626.78,2020-20-11
13715.29,13576.2,2020-19-11
13628.46,13490.26,2020-18-11
13535.62,13398.37,2020-17-11
13596.5,13459.92,2020-16-11
13625.46,13488.6,2020-13-11
13540.3,13404.3,2020-12-11
13458.64,13320.92,2020-11-11
13429.71,13292.28,2020-10-11
13782.52,13641.42,2020-09-11
13891.14,13751.59,2020-06-11
13912.94,13770.55,2020-05-11
13950.41,13807.65,2020-04-11
14020.29,13879.46,2020-03-11
14137.04,13995.04,2020-02-11
14099.37,13955.08,2020-30-10
14099.37,13955.08,2020-29-10
14099.37,13955.08,2020-28-10
14099.37,13955.08,2020-27-10
14088.6,13947.09,2020-26-10
14145.44,14000.68,2020-23-10
14108.79,13964.4,2020-22-10
13980.54,13837.49,2020-21-10
14025.63,13884.76,2020-20-10
14058.37,13917.16,2020-19-10
14099.6,13955.33,2020-16-10
14100.57,13956.29,2020-15-10
14098.23,13956.63,2020-14-10
14110.64,13966.26,2020-13-10
14040.48,13896.83,2020-12-10
13989.51,13849,2020-09-10
13984.67,13844.21,2020-08-10
14060.68,13916.82,2020-07-10
13990.88,13849.04,2020-06-10
14158.38,14016.17,2020-05-10
14172.22,14028.55,2020-02-10
14170.98,14028.64,2020-01-10
14185.44,14042.96,2020-30-09
14214.24,14071.47,2020-29-09
14266.27,14120.3,2020-28-09
14243.78,14100.71,2020-25-09
14249.98,14106.85,2020-24-09
14184.36,14039.21,2020-23-09
14216.18,14073.38,2020-22-09
14181.16,14036.02,2020-21-09
14156.66,14011.79,2020-18-09
14230.88,14087.94,2020-17-09
14167.35,14025.05,2020-16-09
14147.83,14003.08,2020-15-09
14180.99,14037.24,2020-14-09
14181.72,14039.29,2020-11-09
14076.82,13935.44,2020-10-09
14092.97,13951.42,2020-09-09
13994.53,13852.68,2020-08-09
13955.55,13814.09,2020-07-09
14003.35,13862.71,2020-04-09
14018.72,13875.32,2020-03-09
14033.22,13892.28,2020-02-09
13905.22,13762.95,2020-01-09
13872.13,13730.19,2020-31-08
13834.75,13693.24,2020-28-08
13947.91,13807.82,2020-27-08
13819.22,13677.86,2020-26-08
13887.2,13746.43,2020-25-08
14060.88,13917.02,2020-24-08
14094.59,13950.38,2020-19-08
14180.35,14036.6,2020-18-08
14018.69,13877.91,2020-14-08
14008.61,13867.92,2020-13-08
13924.89,13785.04,2020-12-08
13965.13,13824.87,2020-11-08
14015.08,13871.69,2020-10-08
13942.26,13802.23,2020-07-08
13887.78,13748.29,2020-06-08
13923.37,13783.53,2020-05-08
13918.67,13778.87,2020-04-08
13972,13831.67,2020-03-08
14015.68,13874.9,2020-30-07
13933.63,13793.67,2020-29-07
13877.44,13735.44,2020-28-07
13895.7,13753.53,2020-27-07
13782.91,13644.49,2020-24-07
13761.18,13622.98,2020-23-07
13798.28,13657.14,2020-22-07
13888.49,13746.45,2020-21-07
13884.28,13744.84,2020-20-07
13851.08,13711.98,2020-17-07
13749.57,13608.94,2020-16-07
13697.39,13558.57,2020-15-07
13605,13465.86,2020-14-07
13627.66,13488.27,2020-13-07
13609.93,13473.25,2020-10-07
13530.5,13392.13,2020-09-07
13502.09,13366.5,2020-08-07
13533.56,13395.16,2020-07-07
13571.98,13435.69,2020-06-07
13614.98,13478.26,2020-03-07
13573.3,13434.49,2020-02-07
13377.31,13241.74,2020-01-07
13348.36,13211.86,2020-30-06
13469.69,13331.93,2020-29-06
13354.05,13217.47,2020-26-06
13355.27,13218.68,2020-25-06
13366.02,13231.78,2020-24-06
13383.43,13246.55,2020-23-06
13362.08,13225.41,2020-22-06
13386.84,13252.4,2020-19-06
13349.19,13213.88,2020-18-06
13338.15,13201.74,2020-17-06
13245.61,13111.37,2020-16-06
13335.02,13201.1,2020-15-06
13412.23,13275.05,2020-12-06
13165.14,13030.49,2020-11-06
13136.64,13004.72,2020-10-06
12985.82,12854.23,2020-09-06
12811.27,12682.64,2020-08-06
12990.92,12860.48,2020-05-06
13072.39,12938.75,2020-04-06
13200.77,13068.21,2020-03-06
13541.31,13402.83,2020-02-06
13785.19,13645.48,2020-29-05
13763.77,13625.55,2020-28-05
13807.53,13666.33,2020-27-05
13767.15,13627.64,2020-26-05
13790.19,13650.44,2020-20-05
13870.69,13728.84,2020-19-05
13966.42,13826.16,2020-18-05
13961.56,13818.78,2020-15-05
14055.14,13913.99,2020-14-05
13952.66,13809.97,2020-13-05
14007.9,13864.65,2020-12-05
14051,13909.88,2020-11-05
14186.07,14043.6,2020-08-05
14305.67,14159.33,2020-06-05
14243.71,14098.01,2020-05-05
14198.49,14055.9,2020-04-05
14274.94,14131.58,2020-30-04
14545.19,14396.41,2020-29-04
14511.88,14363.46,2020-28-04
14579.85,14430.74,2020-27-04
14522.69,14375.51,2020-24-04
14582.39,14430.59,2020-23-04
14520.92,14375.1,2020-22-04
14601.3,14454.67,2020-21-04
14493.15,14347.61,2020-20-04
14467.94,14319.99,2020-17-04
14712.48,14562.04,2020-16-04
14739.07,14591.05,2020-15-04
14684.58,14534.41,2020-14-04
14719.56,14569.05,2020-13-04
14982.75,14830.95,2020-09-04
15012.63,14859.15,2020-08-04
15160.92,15005.93,2020-07-04
15277.55,15121.37,2020-06-04
15340.55,15185.09,2020-03-04
15668.38,15508.15,2020-02-04
15300.13,15145.08,2020-01-04
15163.02,15009.37,2020-31-03
15303.58,15144.25,2020-30-03
15047.19,14893.34,2020-27-03
14826.2,14674.7,2020-26-03
15032.14,14878.52,2020-24-03
15148.88,14994.07,2020-23-03
14858.15,14706.3,2020-20-03
14477.45,14328.15,2020-19-03
14266.24,14121.66,2020-18-03
14257.36,14111.51,2020-17-03
13880.22,13735.71,2020-16-03
14162.54,14017.62,2020-13-03
14091.78,13947.52,2020-12-03
13719.61,13579.22,2020-11-03
14038.05,13894.33,2020-10-03
14117.25,13972.67,2020-09-03
13538.23,13399.73,2020-06-03
13263.94,13128.29,2020-05-03
13277.89,13142.09,2020-04-03
13225.79,13090.56,2020-03-03
13410.86,13276.19,2020-02-03
13084.4,12953.02,2020-28-02
12779.47,12648.87,2020-27-02
12718.22,12588.25,2020-26-02
12590.14,12461.5,2020-25-02
12495.35,12367.69,2020-24-02
12366.82,12242.67,2020-21-02
12406.69,12282.13,2020-20-02
12532.35,12404.27,2020-19-02
12525.64,12398.74,2020-18-02
12530.93,12403.99,2020-17-02
12544.89,12416.67,2020-14-02
12503.32,12375.53,2020-13-02
12495.27,12369.81,2020-12-02
12516.54,12389.75,2020-11-02
12544.65,12418.7,2020-10-02
12478.61,12351.07,2020-07-02
12496.87,12370.27,2020-06-02
12595.33,12466.59,2020-05-02
12727.84,12600.04,2020-04-02
12712.77,12582.8,2020-03-02
12588.53,12459.84,2020-31-01
12600.11,12471.3,2020-30-01
12548.92,12420.65,2020-29-01
12589.72,12461.02,2020-28-01
12560.89,12432.48,2020-27-01
12517.28,12390.46,2020-24-01
12488.95,12361.3,2020-23-01
12500.13,12372.37,2020-22-01
12484.12,12356.53,2020-21-01
12453.28,12328.25,2020-20-01
12447.81,12322.83,2020-17-01
12487.53,12362.15,2020-16-01
12534.83,12406.72,2020-15-01
12471.39,12343.93,2020-14-01
12568.69,12442.49,2020-13-01
12675.61,12548.34,2020-10-01
12758.11,12627.69,2020-09-01
12947.18,12817.17,2020-08-01
12899.85,12767.96,2020-07-01
12989.09,12856.27,2020-06-01
12925.42,12793.26,2020-03-01
12852.72,12721.32,2020-02-01
